Source,Relation,Target,Weight,Evidence,Confidence
sherpas,regulates,yak population,1,"In Solu many calves of cross-breeds are deliberately starved and allowed to die, because their value is small and cattle-owners want to utilize the mothers’ entire yield of milk.",0.8
sherpas,extracts_from,yak blood,1,"The operation is comparatively simple, though skill and a steady hand are required. A rope is then fastened tightly round the animal's neck, and the operator pierces the artery with a sharp, iron instrument resembling a small skewer.",0.8
dorje ngungdu,depends_on,hay,1,"During that time the animals grazed as long as possible on the surrounding slopes, and from December onwards were fed on hay and the dried stalks of buckwheat stored in Khumjung.",0.85
ang tandin's family,negotiates_with,phangar settlement,1,In August the whole family assembled in Phangar for the celebration of the Yer-chang.,0.8
sherpa merchants,trades_with,tibetans,1,"This trade was based on the import of young female yak from Tibet, and the sale of Khumbu-bom cross-breeds to Tibetans...",0.8
sherpas,disputes,chinese rulers of tibet,1,The export of female yak from Tibet is forbidden and the Chinese rarely permit Sherpas to sell male cross-breeds.,0.85
sherpas,negotiates_with,chinese rulers of tibet,1,The Chinese do not allow the transit of men and cattle from Khumbu to the Sherpas' old markets in Western Nepal.,0.8
tibet,controls,export of female yak,1,The export of female yak from Tibet is forbidden.,0.9
chinese rulers of tibet,regulates,transit of men and cattle,1,The Chinese do not allow the transit of men and cattle from Khumbu to the Sherpas' old markets in Western Nepal.,0.85
sherpas,depends_on,herdsmen,1,Several Sherpas who used to own herds of yak told me that they had switched to the keeping of cross-breeds because they lacked the men to look after the yak in the high pastures.,0.8
sherpas,supplies,hay,1,Hay is sold for i rupee per 6 lbs and at times the price of 2 lbs of hay may even rise to i rupee.,0.8
sherpas,monopolizes,movements of goods from namche bazar across the nangpa la to kyabrak,1,The Sherpas of Khumbu had virtually a monopoly on the movements of goods from Namche Bazar across the Nangpa La to Kyabrak...,0.9
sherpas of khumbu,monopolizes,trade with tibet,1,"The Khumbu Sherpas’ monopoly was confirmed by a government order, which ruled that Sherpas of Solu were not allowed to trade direct with Tibet, except for the purchase of necessities for their own use.",0.85
sherpas of solu,disputes,regulations controlling trading operations in khumbu,1,"The Sherpas of Solu, on the other hand, were irked by the restrictions on their trade with Tibet and they repeatedly tried to get them abolished.",0.9
government,governs,trading operations in khumbu,1,The regulations controlling trading operations in Khumbu also restricted the activities of Tibetan traders.,0.95
traders of solu,trades_with,namche bazar,1,Traders of Solu brought the iron as far as Namche Bazar employing Tamangs and Solu Sherpas as porters.,0.8
khumbu merchants,trades_with,namche bazar,1,"In Namche Bazar, Khumbu merchants bought the raw iron, paying about Ri£ for a quantity weighing 5 lbs.",0.8
tibetan traders,transports_via,tingri,1,Usually they sold the iron at Kyabrak and Tibetan traders transported it by yak or cross-breeds to Tingri.,0.8
sherpas of khumbu,trades_with,tibetan salt,1,Many of the fortunes of the great mercantile families of Namche Bazar were made through the import of salt and its resale throughout the lower regions of Nepal.,0.8
sherpas of khumbu,trades_with,raw wool,1,"Tibetan salt was until recently one of the two principal commodities which, the Sherpas brought from Tibet, the other being raw wool.",0.8
sherpas of khumbu,trades_with,grain,1,Foremost among these ranked various kinds of grain which the Sherpas brought from the Rai country and exchanged at a favourable rate for salt in Kyabrak or Tingri.,0.8
tibet,trades_with,nepal,1,Other commodities regularly exported to Tibet were... and Imports from Tibet included...,0.9
khumbu,exchanges_for,tibet,1,"...a regular exchange of cattle, involving Khumbu, Solu and Tibet...",0.8
merchants of gangar,monopolizes,all trade leaving tingri for lhasa,1,...the merchants of Gangar had a virtual monopoly on all trade leaving Tingri for Lhasa...,0.9
khumjung,trades_with,rai country,1,...a man who had bought rice in the Rai country and carried it across the Nangpa La...,0.8
khumjung,trades_with,kyabrak,1,...a man who had bought rice in the Rai country and carried it across the Nangpa La could exchange it at the border village of Kyabrak...,0.7
khumjung,trades_with,tingri,1,...a Sherpa bartering 10 measures of salt for 4 measures of rice in Tingri could obtain for these 10 measures of salt 30 measures of rice...,0.8
khumjung,trades_with,dingla,1,...a Sherpa bartering 10 measures of salt for 4 measures of rice in Tingri could obtain for these 10 measures of salt 30 measures of rice if he sold them at Dingla...,0.7
sherpa,trades_with,maize or millet,1,"got for 1 measure of salt, 3 to 4 of maize or millet at Kharikhola",0.8
sherpa,trades_with,madder (tso),1,which grows in warmer regions such as Kharikhola to the south of Pharak,0.75
sherpa,trades_with,wool,1,1 to 2 lbs of wool were given for 2 lbs of madder,0.8
sherpa,trades_with,unrefined sugar (ghuv),1,"Unrefined sugar, which the Sherpas brought from lowland Nepal or India, could be exchanged for an equal weight of wool",0.8
sherpa,trades_with,sugar candy,1,"with this money they bought some cotton clothes for themselves, as well as unrefined sugar, some sugar candy and a load of madder",0.75
sherpa,trades_with,madder,1,"with this money they bought some cotton clothes for themselves, as well as unrefined sugar, some sugar candy and a load of madder",0.75
dorje tikbi (mende),trades_with,unrefined sugar,1,"with this money they bought some cotton clothes for themselves, as well as unrefined sugar, some sugar candy and a load of madder",0.75
dorje tikbi (mende),trades_with,madder,1,"with this money they bought some cotton clothes for themselves, as well as unrefined sugar, some sugar candy and a load of madder",0.75
dorje tikbi (mende),trades_with,cotton clothes,1,"with this money they bought some cotton clothes for themselves, as well as unrefined sugar, some sugar candy and a load of madder",0.75
dorje tikbi (mende),trades_with,kursti,1,each of them carried one load of kurki,0.8
dorje tikbi's son,exchanges_for,wool,1,"After his return, father and son did two trips to Kharikhola and there sold the woollen blanket as well as a homemade j rak-hair mat and bought maize and millet for their own use.",0.85
dorje ngungdu,transports_via,28 pathi of salt and r50 in cash,1,They carried 28 pathi back to Khum-jung and Dorje Ngungdu and his son started almost at once on a second trip and returned with the remaining 20 pathi.,0.9
dorje ngungdu's son,trades_with,rai country,1,In April Dorje Ngungdu and his son and daughter went once again to the Rai country.,0.8
dorje ngungdu's son,trades_with,"wopse, in the lower dudh kosi valley",1,"They sold their wares in Wopse, in the lower Dudh Kosi valley and bought 60 pathi of maize and 7 pathi of small millet.",0.85
dorje ngungdu's son,trades_with,kyabrak in tibet,1,"In June Dorje Ngungdu’s son went to Kyabrak in Tibet to barter grain for salt, and then did a trip to a Sherpa village near Kharikhola, where he fetched wheat obtained in exchange for woollen apron material which his father had left there on commission on a previous journey.",0.85
pasang putr (shangup),trades_with,tibet,1,"In the summer of 1957, Pasang Putr (Shangup) of Namche and Pemba (Thaktu) of Khumjung bought 38 male cross-breeds from Solu Sherpas on credit and sold them in Tibet for an average of R300 each.",0.8
pasang putr (thaktu),trades_with,tingri,1,He sold the animals in Tingri and then went on to Shigatse...,0.8
pasang putr (thaktu),trades_with,shigatse,1,He sold the paper and incense... With the money he received he went to Kalimpong and there bought beads and tins of vegetable cooking fat. These goods he took to Shigatse...,0.8
pasang putr (thaktu),trades_with,kalimpong,1,With the money he received he went to Kalimpong and there bought beads and tins of vegetable cooking fat...,0.8
pasang putr (thaktu),trades_with,namche bazar,1,"...he then bought carpets, tea, incense and gold ornaments and returned with his purchases to Namche Bazar.",0.8
urken,trades_with,tibet,1,"Urken, a trader of Namche Bazar, had taken 140 male cross-breeds to Tibet and 120 of them had died on the way from an epidemic.",0.8
pasang putr,trades_with,manangbhot,1,"Thus, Pasang Putr, who left Namche at the end of October 1957 with 36 male cross-breeds, took 16 of the animals as far as Tonje in Manangbhot...",0.8
khumbu men,trades_with,manangbhot,1,Khumbu men would take cross-breeds born in Khumbu but raised in Solu over stretches of hundreds of miles by way of Tibet to Manangbhot and there sold their animals to Bhotias of Western Nepal.,0.8
bhotias,trades_with,solu,1,"We shall see that similarly Bhotias of Thak Khola used to buy yak cross-breeds in Solu and drive them via Khumbu, Tibet and Mustang to their villages in the vicinity of Muktinath.",0.8
namche bazar,trades_with,tibet,1,"Professional merchants sold a great variety of goods to Tibet, many of which had to be obtained from India.",0.8
khumbu traders,trades_with,tibetan merchants,1,"Although most of the Khumbu traders had direct business contacts with merchants in India, a good deal of the trade with India was in the hands of middlemen from Solu.",0.8
solu traders,trades_with,nepal valley merchants,1,"It was they, rather than the Khumbu traders, who maintained regular contact with the Nepal valley.",0.8
trader,trades_with,khumbu,1,"The trader in an economy such as that of the Sherpas had to invest his capital again and again in new trade deals, and in the absence of great warehouses or open shops, his goods were always on the move and often dispersed over wide areas.",0.8
nepal,controls,tibetan border,1,"Subsequent to the flight of the Dalai Lama and the exodus of large numbers of Tibetan refugees in 1959, the Nepal-Tibet frontier was for a time completely closed, but later the Chinese authorities allowed a limited trade in a few basic commodities such as salt, grain and wool.",0.8
chinese authorities,regulates,trade,1,"Subsequent to the flight of the Dalai Lama and the exodus of large numbers of Tibetan refugees in 1959, the Nepal-Tibet frontier was for a time completely closed, but later the Chinese authorities allowed a limited trade in a few basic commodities such as salt, grain and wool.",0.8
sherpa traders,trades_with,chinese officials,1,"...they are not allowed to trade with Tibetans, but they may deal only with Chinese officials, who have to employ Tibetan interpreters.",0.8
sherpas,exchanges_for,salt for rice and other grain,1,...the Chinese in charge of the trade depot in Tingri were unpredictable and varied at will the rate at which salt is being bartered for rice and other grain.,0.8
sherpas,exchanges_for,"rice, other grain, butter, hides and dyes with tingri",1,"...they give rice, other grain, butter, hides and dyes.",0.8
sherpas,trades_with,tibetans,1,"Although this village was always a settlement of traders and a place visited by Tibetans who came there to barter their goods for Nepalese commodities, it was not the site of a regular weekly market.",0.7
rais,transports_via,grain,1,Some 300 to 400 people from the regions south of the Sherpa country bring their wares to Namche and Sherpas from all the villages of Khumbu gather to make their purchases.,0.8
sherpas,trades_with,kathmandu valley,1,"Some of them found these in work for tourists, while others developed trade with the Kathmandu valley.",0.8
sherpa guides,trades_with,tourist flights,1,"Since the construction of a landing-strip in 1964 by Sir Edmund Hillary at Lukla, one and a half days’ walk from Namche Bazar, and the inception of numerous tourist flights by light aircraft, Sherpa guides have become accustomed to flying, usually in the company of their employers but occasionally also at their own expense.",0.9
sherpas,trades_with,kathmandu,1,Several enterprising Sherpas combined to charter planes for the transport of rice and wheat-flour from Kathmandu to Lukla.,0.7
merchants of namche bazar,trades_with,kathmandu,1,Three prominent merchants of Namche Bazar chartered two flights of a twin-engine plane of the Royal Nepal Airlines Corporation to carry these supplies.,0.9
sherpas of lukla and chaurikharka,trades_with,kathmandu,1,In the same season a consortium of Sherpas of Lukla and Chaurikharka chartered three flights to bring grain from Kathmandu.,0.8
wool,trades_with,labour,1,A man who had brought wool from Tibet and was anxious to process it quickly might call several women who already owed his household some labour because his wife or daughter had worked in their house.,0.0
immigrant khamba women,trades_with,employer,1,"For some of them [Immigrant Khamba women] it was not unusual to be booked for several weeks ahead, and while the daily wage was fairly constant and no employer wanted to incur unpopularity by openly raising it...",0.0
sherpas,trades_with,tibetan wool and woollen cloth,1,"The drastic reduction in the supply of Tibetan wool as well as in the export ofwoollen cloth and made-up garments from Tibet, has forced the Sherpas to modify their style of dress.",0.8
mountaineering expeditions,supplies,"warm, high-altitude clothing of western manufacture",1,"Many of the younger men have worked for mountaineering expeditions and acquired thereby a stock of warm, high-altitude clothing of Western manufacture.",0.7
sherpa,depends_on,tanners,1,They are treated with salt and softened with fat and are then trodden under foot to make them flexible.,0.9
carpenters,supplies,benches,1,"Carpenters also make benches, tables, bed-steads, boxes, shelves and numerous other articles for domestic use...",0.8
kami blacksmiths,supplies,iron implements,1,They belong to one of the untouchable Hindu castes... and some of them have even the skill of making silver cups and stands for porcelain tea cups...,0.7
kami blacksmiths,supplies,agricultural produce,1,"The Sherpas pay them for their services in cash, or more frequently in agricultural produce, and especially potatoes.",0.6
sherpa society,regulates,untouchability,1,While Sherpa society does not know any real ‘untouchability’...,0.5
sherpas,trades_with,regions of lesser altitude,1,"No pot-making of any kind takes place in Khumbu, and such pots as the Sherpas require have to be brought from regions of lesser altitude.",0.8
sherpas,supplies,iron pots and pans,1,"The Sherpas cook mainly in iron pots and pans, and use copper and brass vessels for storing water.",0.9
sherpas,supplies,copper and brass vessels,1,"The Sherpas cook mainly in iron pots and pans, and use copper and brass vessels for storing water.",0.9
nepalese authorities,regulates,employment by mountaineering expeditions operating within nepal's boundaries,1,with the help of the Nepalese authorities succeeded in reversing the situation and securing for themselves priority in the right to employment by mountaineering expeditions operating within the boundaries of Nepal.,0.9
sirdar,controls,recruiting of other sherpas,1,"Such foremen, once engaged by a group of mountaineers, usually insist on being entrusted with the recruiting of the other Sherpas, and by so doing they have built up a position of influence and economic power.",0.8
dawa tenzing,supplies,cash earned from expedition work,1,"The cash earned by expedition work was then put to various uses. Some famous Sherpa climbers, such as Anulu, the brother of Dawa Tenzing of Khumjung, or Sun Tenzing of Phortse, bought yak and set up as cattle-breeders, while others used their earnings to finance trade deals or engage in money lending.",0.7
expedition work,supplies,modest trade deals or buying his first plot of land,1,"A successful high-altitude porter could, in a single season, earn sufficient cash to engage in some modest trade deals or buy his first plot of land.",0.6
expedition porters,trades_with,local rich men or traders,1,"Many porters sold this equipment to local rich men or traders, and thus earned a substantial bonus.",0.9
himalayan society,administers,sherpas,1,In 1957 a Himalayan Society was established and this society acts as an employment agency for Sherpas.,0.9
sherpa women,trades_with,tea and home-brewed beer,1,Two Sherpa women moreover seized the opportunity of catering for the needs of the Japanese supervisors and Nepali craftsmen camping on the site. They opened a stall where they sold tea and home-brewed beer and on good days their takings were as much as R60-70 though at times they dropped to as little as Rio-15.,0.8
sherpas,administers,village-communities,1,The system worked well at a time when the village-communities were largely self-contained and contacts with outsiders were slight.,0.9
the week,connects_to,namche bazar,1,The week _ekly market at Namche Bazar,0.8
ward panchayat,taxes,village purposes,1,"The ward panchayat may, moreover, apply to the district panchayat for funds for development projects.",0.8
sherpas,depends_on,local timber resources,1,the Sherpas are conscious of the diminishment of local timber resources without being able to stop the inroads into forests,0.8
sherpa villages,regulates,economic advancement and prestige,1,"The village was the focal point of the aspirations of all inhabitants, and economic advancement and the build-up of prestige was considered in the terms of a man's position within the village-community.",0.8
khumjung villagers,disputes,the building of an hotel on their village-land,1,There was understandable resentment about the destruction of forest involved in the scheme.,0.8
older men with land and cattle holdings,depends_on,hired labour,1,who depend for their farming on hired labour,0.8
younger men,trades_with,modem developments in tourism and mountaineering,1,who see their future in the development of tourism and want to sell their labour at the highest possible rate.,0.8
older men with trade connections to tibet,trades_with,tibetan towns,1,"Their prestige, long-standing connections and experience enabled them to conclude favourable trade deals.",0.8
himalayan trust,administers,six schools in khumbu,1,"Five of the schools were built by the Himalayan Trust, and the remaining five are financed and administered by the Himalayan Trust.",0.9
sherpa lamas,depends_on,tibetan refugees,1,"Among the Tibetan refugees, who in 1959 streamed into Khumbu, there were many lamas...",0.8
tibetan lamas and nuns,governs,buddhism in khumbu,1,...the prospects for the future of Buddhism in Khumbu cannot be regarded as favourable...,0.7
sherpa climbers and tourist guides,monopolizes,mountaineering and trekking industry,1,They have been able to establish a monopoly which is not seriously threatened by any other community of Nepal.,0.9
sherpa people,regulates,their economy,1,...they were able to avoid entering into a relationship of dependence with any numerically and politically superior population...,0.8
lhomis,depends_on,imports from tibet,1,"For wool and woollen cloth, on the other hand, they used to depend on imports from Tibet...",0.8
lhomis,trades_with,tibetans,1,"In exchange for these goods the Lhomis gave some of their own agricultural produce as well as rice, which they themselves had bought from the people of the lower-lying villages to the south.",0.8
lhomis,trades_with,kudo,1,"The main trade contact of the Lhomis of Tangmoche (S. Chepua) was with the Tibetan village of Kudo, some fifteen miles to the north-west as the crow flies...",0.75
lhomis,trades_with,kharta shika,1,"The Lhomi villages of Pangbok (S. Hatiar) and Honggaon had their Tibetan trade contacts with Kharta Shika, a larger settlement some fifteen miles inside Tibet...",0.7
lhomis,depends_on,farming of their land,1,"The Lhomis, moreover, are capable of meeting nearly all their needs by the farming of their land, and have few incentives to exert themselves unduly in the sphere of trade.",0.85
lhomis,depends_on,tibetan fountainhead of teaching,1,"The Lhomis consider themselves as a separate group distinct from Sherpas, and the Bhotias of Ritak, Thudam and Walongchung.",0.8
lhomi gova,administers,chyamtang,1,"Thus the gova of Chyamtang showed me a document issued in 1796 by the district officer of Chainpur, which confirmed his ancestor’s position as gova.",0.9
nawa villages,exchanges_for,salt,1,"In exchange they used to give mainly salt, which they obtained from Tibetans.",0.8
nawa traders,trades_with,tibetans,1,"A man of Thaktu clan of Ritak told me that his trading journeys ranged from Chainpur, a small market town in the Rai country, twenty-six miles south of Ritak, to Shigatse in Tibet.",0.8
tibetans,supplies,salt,1,"The Nawas used to give mainly salt, which they obtained from Tibetans.",0.8
tibetans,trades_with,salt,1,"In Sar, a village inside Tibet some thirty-five miles north-east of Ritak, he sold paper, ink and dyes, and bought salt, wool and woollen cloth.",0.8
thudam,trades_with,tibet,1,"Thudam people used to purchase wool in Tibet, and many ofthe women were engaged in spinning and weaving.",0.8
prithvi narayan shah,controls,the route through walongchung,1,Thus the Gorkha ruler had attained his objective and the route from the Terai through the Limbu country to Walongchung came under his control.,0.85
walongchung,connects_to,tamur valley,1,"On his way up the Tamur valley he ‘daily passed parties of ten or a dozen Tibetans, on their way to Mywa Guola [a market not far from the present Taplejung] laden with salt’/",0.9
walongchung,regulates,trade between india and tibet,1,No doubt by that time they had come to acknowledge the authority of the government of Nepal but their role as middlemen in the trade between India and Tibet had remained unchanged.,0.85
headman of walongchung,regulates,trade with thudam,1,"Thus they had forbidden the people of Thudam to sell their butter directly to Tibetans, and insisted on purchasing the entire output at a fixed price, presumably largely for resale to Tibet at a large profit.",0.8
bhotias,trades_with,tibetans,1,"Hooker spoke of a ‘change in the population [which] accompanies that in the natural features of the country, Tibetans replacing the Limboos and Khass-tribes of Nepal, who inhabit the lower region’",0.75
walongchung,depends_on,food supplies purchased from other populations,1,"apart from their small vegetable plots they have no cultivation, and depend entirely on food supplies purchased from other popula-tions...",0.9
gova,controls,five considerable villages,1,"The Guobah of Wallanchoon [sic] overtook us on the road; on his way ... He owns five considerable villages, and is said to pay a tax of 6,000 rupees (£600) to the Rajah of Nepal: this is no doubt a great exaggeration, but the revenues of such a position, near a pass frequented almost throughout the year, must be considerable.",0.8
walongchung,depends_on,trade,1,While Walongchung depended for its prosperity entirely on trade...,0.8
bhotias of walongchung,trades_with,tibet,1,Not only did they trade extensively with Tibet...,0.9
bhotias of the arun and tamur regions,disputes,tibetan-speaking groups,1,...have been adversely affected by political events in Tibet and the subsequent restrictions on trade.,0.8
bhotias of walongchung,connects_to,tamur valley,1,Though settled in the Tamur valley for several centuries...,0.9
walongchung,controls,trade with tibet,1,"Much of the trade with Tibet, which used to be the life-blood of the community has now dried up, and to make things worse, large numbers of armed Khambas fleeing from Tibet invaded the region, and endangered the life and property of the old inhabitants.",0.8
bhotias,trades_with,tibet,1,"The Bhotias settled there live entirely on trade and so far have not acquired any land. But they no longer deal in salt and grain, but concentrate mainly on trade in cloth and other consumer goods.",0.8
walongchung,exchanges_for,salt and small quantities of wool,1,"The Walongchung Bhotias go across the Tipta pass to a Tibetan village called Riu, and there they sell grain and some Tibetan-style clothes obtained from Kalimpong, and purchase salt and small quantities of wool.",0.8
