view,run,permuted_salt_node,degree,strength,betweenness_lcc,pagerank,in_lcc,largest_component_nodes,components,global_efficiency_loss
validated,90,trade goods,1,1.0,0,0.001001001001001001,False,692,135,-0.00019242374833929043
validated,91,coarse wool,1,1.0,0,0.001001001001001001,False,692,135,-0.0001924237483392488
validated,92,salt from the lakes in trucks,1,1.0,0,0.001001001001001001,False,692,135,-0.0001924237483392488
validated,93,salt mines,1,1.0,0,0.0007727960786883021,False,692,135,-0.00019141872927394554
validated,94,the camels,4,5.0,0.011548060991212063,0.0020231657995651974,True,687,138,0.0008981536084134434
validated,95,chang-luk sheep,1,1.0,0,0.001001001001001001,False,692,135,-0.0001924237483392488
validated,96,camels,10,11.0,0.04774954976845425,0.003751824734679839,True,689,137,0.0011880443519807354
validated,97,wells,2,2.0,0,0.0011982215041137275,False,692,136,-0.00018555611806009287
validated,98,yak-caravan,1,1.0,0.0,0.00044786081960259956,True,691,135,0.0001471083830618669
validated,99,goods,2,3.0,0.0065974720915868024,0.0010193414099297867,True,691,135,0.00016840282273153373
validated,100,long dagger,1,1.0,0.0,0.00048478647708135675,True,691,135,7.394778092040255e-05
validated_probable,1,mandi rock salt,1,1.0,0,0.0008726003490401396,False,780,157,-0.0001581758518392623
validated_probable,2,28 pathi of salt and r50 in cash,1,1.0,0.0,0.0005107347298174959,True,779,157,2.5265559577727914e-05
validated_probable,3,punjab salt mines,1,1.0,0,0.0008726003490401396,False,780,157,-0.0001581758518392623
validated_probable,4,nepalese grain for tibetan salt,1,1.0,0,0.0008726003490401396,False,780,157,-0.0001581758518392623
validated_probable,5,food grains,1,1.0,0.0,0.0004173615967395926,True,779,157,7.014656237085137e-05
validated_probable,6,chang-luk sheep,2,2.0,0.0025673940949935813,0.0008050464932345576,True,778,158,0.0002559162661117803
validated_probable,7,sheep and goats or horses,1,1.0,0.0,0.0003845703191476961,True,779,157,9.524436386798563e-05
validated_probable,8,a young yak,1,1.0,0.0,0.0004194496120659585,True,779,157,7.97384437365295e-05
validated_probable,9,wooden tubes or buckets,1,1.0,0,0.0005877064932851718,False,780,157,-0.0001565217562987109
validated_probable,10,salter water,1,1.0,0.0,0.00045564451941899735,True,779,157,6.258487259427903e-05
validated_probable,11,animals,5,5.0,0.05287273248612198,0.0016836385171809102,True,777,159,0.0011435353141368426
validated_probable,12,movements of goods from namche bazar across the nangpa la to kyabrak,1,1.0,0.0,0.0003933032535385528,True,779,157,0.00011520152505138659
validated_probable,13,tibetan rock salt,1,1.0,0,0.0008726003490401396,False,780,157,-0.0001581758518392623
validated_probable,14,barley,5,5.0,0.011725393269690701,0.0015504161612633423,True,776,159,0.0008279758047188834
validated_probable,15,"pashm, or 'cashmere",1,1.0,0,0.0008726003490401396,False,780,157,-0.00015817585183929006
validated_probable,16,salt production,1,1.0,0,0.0008726003490401396,False,780,157,-0.0001581758518392623
validated_probable,17,"tea, sugar, spices, rice, and other food products at dozum fair",1,1.0,0.0,0.00037708145674150435,True,779,157,9.753409918668299e-05
validated_probable,18,the salt from this place,1,1.0,0,0.0008726003490401396,False,780,157,-0.00015817585183929006
validated_probable,19,four camels from abdall,1,1.0,0.0,0.0004457740652811826,True,779,157,2.8827790481744664e-05
validated_probable,20,charas,1,1.0,0.0,0.0004265725051829589,True,779,157,8.062047972878794e-05
validated_probable,21,trade goods,1,1.0,0,0.0008726003490401396,False,780,157,-0.0001581758518392623
validated_probable,22,"barley, wooden wares and other basic necessities",1,1.0,0.0,0.0004782038281142582,True,779,157,2.9944032742604265e-05
validated_probable,23,boat,3,3.0,0.007857729903411693,0.001027454628977655,True,776,158,0.0005176572742962016
validated_probable,24,"the horses, cattle, sheep and camels",1,1.0,0,0.0008726003490401396,False,780,157,-0.0001581758518392623
validated_probable,25,horses,5,5.0,0.009884436194368181,0.0017538067100318364,True,776,159,0.0005508025711286474
validated_probable,26,tibetan salt,11,11.0,0.04419067300430927,0.0035674327650156274,True,763,163,0.003161585318069274
validated_probable,27,tea-caravan,1,1.0,0.0,0.00039416921862226644,True,779,157,0.00012805246485755872
validated_probable,28,"cloth, chinese porcelain cups, and knives",1,1.0,0.0,0.00039416921862226644,True,779,157,0.00012805246485755872
validated_probable,29,salter water,1,1.0,0.0,0.00045564451941899735,True,779,157,6.258487259427903e-05
validated_probable,30,boat,3,3.0,0.007857729903411693,0.001027454628977655,True,776,158,0.0005176572742962016
validated_probable,31,the camels,4,5.0,0.010246476433104204,0.00175512165399988,True,775,160,0.0007642244758697542
validated_probable,32,salter water,1,1.0,0.0,0.00045564451941899735,True,779,157,6.258487259427903e-05
validated_probable,33,punjab salt mines,1,1.0,0,0.0008726003490401396,False,780,157,-0.0001581758518392623
validated_probable,34,food grains,1,1.0,0.0,0.0004173615967395926,True,779,157,7.014656237085137e-05
validated_probable,35,chinu millet,1,1.0,0.0,0.000426103463319769,True,779,157,6.994281613707798e-05
validated_probable,36,"salt on the backs of yak, sheep and goats to tarakot",1,1.0,0.0,0.0003729834514455998,True,779,157,0.0001249133187048168
validated_probable,37,tibetan salt and wool,1,1.0,0.0,0.00040549494238466906,True,779,157,3.053810298447868e-05
validated_probable,38,cultivator,1,1.0,0,0.0008726003490401396,False,780,157,-0.00015817585183929006
validated_probable,39,wood,1,1.0,0,0.0008726003490401396,False,780,157,-0.0001581758518392623
validated_probable,40,"tea, sugar, spices, rice, and other food products at dozum fair",1,1.0,0.0,0.00037708145674150435,True,779,157,9.753409918668299e-05
validated_probable,41,dairy produce and meat,1,1.0,0.0,0.00039500731654564653,True,779,157,9.610974831712749e-05
validated_probable,42,goods,2,3.0,0.006600074827603509,0.0009015297522056168,True,779,157,0.00014582030418132386
validated_probable,43,grain for salt,1,1.0,0,0.0008726003490401396,False,780,157,-0.00015817585183929006
validated_probable,44,the boat,5,5.0,0.007771482125591111,0.001909531831312439,True,776,160,0.0005294501632594067
validated_probable,45,livestock and fuel,1,1.0,0,0.0008726003490401396,False,780,157,-0.0001581758518392623
validated_probable,46,tibetan wool,1,2.0,0.0,0.0006800998324133172,True,779,157,3.053810298447868e-05
validated_probable,47,hair,1,1.0,0.0,0.0003818247619234578,True,779,157,0.00010068178296117336
validated_probable,48,goats,2,2.0,0.0015272199790984193,0.0007289892070300003,True,779,157,7.290630758807759e-05
validated_probable,49,tea,8,8.0,0.029561558508092275,0.002702596188368721,True,774,161,0.0013198241283525203
validated_probable,50,the horses,1,1.0,0.0,0.0004905865063445115,True,779,157,-1.1627573234945787e-06
validated_probable,51,the boat,5,5.0,0.007771482125591111,0.001909531831312439,True,776,160,0.0005294501632594067
validated_probable,52,salt and wool,1,1.0,0.0,0.00046272281485555515,True,779,157,2.776256634297314e-05
validated_probable,53,soil,2,2.0,0.004077119808088109,0.0007179816557799402,True,779,157,0.00013617677337689205
validated_probable,54,salt pans,1,1.0,0.0,0.00047425451352137637,True,779,157,1.3533086474809553e-05
validated_probable,55,a young yak,1,1.0,0.0,0.0004194496120659585,True,779,157,7.97384437365295e-05
validated_probable,56,grain and salt,1,1.0,0,0.0008726003490401396,False,780,157,-0.0001581758518392623
validated_probable,57,camels,10,11.0,0.0446199200623559,0.0032393672894303867,True,777,159,0.0010339062627226503
validated_probable,58,"the horses, cattle, sheep and camels",1,1.0,0,0.0008726003490401396,False,780,157,-0.0001581758518392623
validated_probable,59,boat,3,3.0,0.007857729903411693,0.001027454628977655,True,776,158,0.0005176572742962016
validated_probable,60,baggage animals,1,1.0,0.0,0.00039416921862226644,True,779,157,0.00012805246485755872
validated_probable,61,clothes to wear,1,1.0,0.0,0.0003831754563207968,True,779,157,8.796171664908481e-05
validated_probable,62,"mating of male yak and cows, or female yak and khirkoo bulls",1,1.0,0.0,0.0003933032535385528,True,779,157,0.00011520152505138659
validated_probable,63,hair,1,1.0,0.0,0.0003818247619234578,True,779,157,0.00010068178296117336
validated_probable,64,"tea, tibetan boots and coats, leather belts with pockets and similar goods",1,1.0,0.0,0.0004655988780337478,True,779,157,4.501304691818808e-05
validated_probable,65,semi-luxuries like tea and rice,1,1.0,0.0,0.00038152140935303477,True,779,157,0.00011745408040048089
validated_probable,66,salt mines,2,2.0,0,0.0010388202448120515,False,780,158,-0.00015206842215102767
validated_probable,67,"wool, blankets, sweaters, mufflers, and other woolen goods",1,1.0,0.0,0.00043186353643276984,True,779,157,2.690779566198731e-05
validated_probable,68,salter water,1,1.0,0.0,0.00045564451941899735,True,779,157,6.258487259427903e-05
validated_probable,69,chang-thang sheep's wool,1,1.0,0.0,0.0004367920588970039,True,779,157,3.632203939549217e-05
validated_probable,70,wells,2,2.0,0,0.0010445229342143229,False,780,158,-0.00015295908898059485
validated_probable,71,sheep and goats,4,4.0,0.006606463926012092,0.00141490138085801,True,777,159,0.00044349482728285594
validated_probable,72,two horses,1,1.0,0.0,0.0004354189313193151,True,779,157,5.0070497313634e-05
validated_probable,73,goats,2,2.0,0.0015272199790984193,0.0007289892070300003,True,779,157,7.290630758807759e-05
validated_probable,74,tsakalho salt taxes,1,1.0,0.0,0.00041049284210480433,True,779,157,6.283934883129227e-05
validated_probable,75,"sugar, tea, stearine candles, petroleum, leather trunks, saddles, and so forth",1,1.0,0.0,0.0004457740652811826,True,779,157,2.8827790481744664e-05
validated_probable,76,thousands and thousands of sheep,1,1.0,0.0,0.00045885755544877813,True,779,157,6.199957724878358e-05
validated_probable,77,the camels,4,5.0,0.010246476433104204,0.00175512165399988,True,775,160,0.0007642244758697542
validated_probable,78,sheep and goats,4,4.0,0.006606463926012092,0.00141490138085801,True,777,159,0.00044349482728285594
validated_probable,79,sugarcane and tobacco cultivation,1,1.0,0.0,0.00047453647382197646,True,779,157,2.1768773895189386e-05
validated_probable,80,tea and home-brewed beer,1,1.0,0,0.0008726003490401396,False,780,157,-0.0001581758518392623
validated_probable,81,"agricultural advances, chiefly seed-grain",1,1.0,0.0,0.00045715252950678537,True,779,157,7.3177600611124e-05
validated_probable,82,blue chinese cloth,1,1.0,0,0.0006736677858722634,False,780,157,-0.00015741242312823645
validated_probable,83,pashm,4,5.0,0.020393953093907884,0.0015750229938851857,True,771,159,0.001782664974360651
validated_probable,84,enormous herds of yak and sheep,1,1.0,0,0.0008726003490401396,False,780,157,-0.0001581758518392623
validated_probable,85,chang-luk sheep,2,2.0,0.0025673940949935813,0.0008050464932345576,True,778,158,0.0002559162661117803
validated_probable,86,grain for salt,1,1.0,0,0.0008726003490401396,False,780,157,-0.00015817585183929006
validated_probable,87,tibetan wool and woollen cloth,1,1.0,0.0,0.0003933032535385528,True,779,157,0.00011520152505138659
validated_probable,88,"tea, sugar, spices, rice, and other food products at dozum fair",1,1.0,0.0,0.00037708145674150435,True,779,157,9.753409918668299e-05
validated_probable,89,"apricots, grain, walnuts, and white radish to trade for salt",1,1.0,0,0.0008726003490401396,False,780,157,-0.0001581758518392623
validated_probable,90,"agricultural advances, chiefly seed-grain",1,1.0,0.0,0.00045715252950678537,True,779,157,7.3177600611124e-05
validated_probable,91,28 pathi of salt and r50 in cash,1,1.0,0.0,0.0005107347298174959,True,779,157,2.5265559577727914e-05
validated_probable,92,tibetan luxury goods,1,1.0,0.0,0.00046713548631328134,True,779,157,6.77399442436527e-05
validated_probable,93,"tea, sugar, spices, rice, and other food products at dozum fair",1,1.0,0.0,0.00037708145674150435,True,779,157,9.753409918668299e-05
validated_probable,94,grain,12,12.0,0.07117153565205253,0.0035626055644217085,True,770,161,0.0025375685895028532
validated_probable,95,grain and cloth,1,1.0,0.0,0.00041761147884210824,True,779,157,5.360600948399463e-05
validated_probable,96,coarse wool,1,1.0,0.0,0.0004731988524892772,True,779,157,2.9727524563052943e-05
validated_probable,97,tibetan salt and wool,1,1.0,0.0,0.00040549494238466906,True,779,157,3.053810298447868e-05
validated_probable,98,the boat,5,5.0,0.007771482125591111,0.001909531831312439,True,776,160,0.0005294501632594067
validated_probable,99,salt mines,2,2.0,0,0.0010388202448120515,False,780,158,-0.00015206842215102767
validated_probable,100,"agricultural advances, chiefly seed-grain",1,1.0,0.0,0.00045715252950678537,True,779,157,7.3177600611124e-05
validated_no_concept,1,indian tea,1,1.0,0,0.0019646365422396855,False,229,112,-0.0001944119573311573
validated_no_concept,2,ferry-boat,3,3.0,0.01750521678645954,0.0029245863932937308,True,226,114,0.0007964374360020648
validated_no_concept,3,butter,2,2.0,0.0002060952675374192,0.0015162186236845425,True,228,112,0.0002246462373179034
validated_no_concept,4,tea and home-brewed beer,1,1.0,0,0.0019646365422396855,False,229,112,-0.0001944119573311573
validated_no_concept,5,british capital,1,1.0,0,0.0019646365422396855,False,229,112,-0.00019441195733117117
validated_no_concept,6,camels,3,3.0,0,0.00273846968435236,False,229,114,-8.671462068159802e-05
validated_no_concept,7,availability of a reasonable amount of cash,1,1.0,0.0,0.0010756719652100272,True,228,112,0.00012515793371054712
validated_no_concept,8,pack-horses,2,2.0,0.008771929824561403,0.00179252418003372,True,227,113,0.0006451034188291044
validated_no_concept,9,thousands and thousands of sheep,1,1.0,0.0,0.0010478989810056498,True,228,112,0.0001694263153504197
validated_no_concept,10,porcelain cups,1,1.0,0,0.0019646365422396855,False,229,112,-0.0001944119573311573
validated_no_concept,11,"barley, wooden wares and other basic necessities",1,1.0,0,0.0019646365422396855,False,229,112,-0.0001944119573311573
validated_no_concept,12,camel,2,2.0,0,0.001990020226900523,False,229,113,-0.00011531681463813892
validated_no_concept,13,tsakalho salt taxes,1,1.0,0.0,0.0009408076201263315,True,228,112,0.00017305012272951503
validated_no_concept,14,woolen blankets,1,1.0,0.0,0.000936418362597214,True,228,112,0.00017628566503229137
validated_no_concept,15,goose,1,1.0,0.0,0.0011233000291172085,True,228,112,0.00011204012077468267
validated_no_concept,16,"salt on the backs of yak, sheep and goats to tarakot",1,1.0,0.0,0.0008729736936911628,True,228,112,0.00028315408655867763
validated_no_concept,17,coarse wool,1,1.0,0,0.0019646365422396855,False,229,112,-0.00019441195733117117
validated_no_concept,18,refined salt,1,1.0,0,0.0019646365422396855,False,229,112,-0.0001944119573311573
validated_no_concept,19,salt mines,1,1.0,0,0.0015146000354124523,False,229,112,-0.00019052930656782846
validated_no_concept,20,boat,2,2.0,0,0.0020946031224317327,False,229,113,-0.00013214163461260087
validated_no_concept,21,"grain, salt, and borrr",2,2.0,0.00015457145065306437,0.0017444814176575001,True,228,112,0.0001205264860145161
validated_no_concept,22,coarse wool,1,1.0,0,0.0019646365422396855,False,229,112,-0.00019441195733117117
validated_no_concept,23,"roo sheep, laden with salt",1,1.0,0,0.0019646365422396855,False,229,112,-0.0001944119573311573
validated_no_concept,24,mandi rock salt,1,1.0,0,0.0019646365422396855,False,229,112,-0.0001944119573311573
validated_no_concept,25,camel,2,2.0,0,0.001990020226900523,False,229,113,-0.00011531681463813892
validated_no_concept,26,availability of a reasonable amount of cash,1,1.0,0.0,0.0010756719652100272,True,228,112,0.00012515793371054712
validated_no_concept,27,goods imported and expo.rtoa,1,1.0,0,0.001254021962724328,False,229,112,-0.00018211689658061136
validated_no_concept,28,tea,4,4.0,0.01905865986552284,0.0032454396479131816,True,226,114,0.00090592510605874
validated_no_concept,29,"salt, cloth, iron and the like",1,1.0,0.0,0.0011052659991101488,True,228,112,7.870170918056196e-05
validated_no_concept,30,"wool, blankets, sweaters, mufflers, and other woolen goods",1,1.0,0,0.001174038166639971,False,229,112,-0.00018535243888338077
validated_no_concept,31,"wool, blankets, sweaters, mufflers, and other woolen goods",1,1.0,0,0.001174038166639971,False,229,112,-0.00018535243888338077
validated_no_concept,32,"barley, wooden wares and other basic necessities",1,1.0,0,0.0019646365422396855,False,229,112,-0.0001944119573311573
validated_no_concept,33,camel,2,2.0,0,0.001990020226900523,False,229,113,-0.00011531681463813892
validated_no_concept,34,"cash, a musk deer, a yak-tail, a pony and a hawk",1,1.0,0,0.0019646365422396855,False,229,112,-0.0001944119573311573
validated_no_concept,35,"barley, wooden wares and other basic necessities",1,1.0,0,0.0019646365422396855,False,229,112,-0.0001944119573311573
validated_no_concept,36,butter,2,2.0,0.0002060952675374192,0.0015162186236845425,True,228,112,0.0002246462373179034
validated_no_concept,37,british capital,1,1.0,0,0.0019646365422396855,False,229,112,-0.00019441195733117117
validated_no_concept,38,"salt, cloth, iron and the like",1,1.0,0.0,0.0011052659991101488,True,228,112,7.870170918056196e-05
validated_no_concept,39,food grains,1,1.0,0.0,0.0010563804698830552,True,228,112,0.00016937701184877724
validated_no_concept,40,duties on goods imported and expo.rtoa,1,1.0,0,0.001254021962724328,False,229,112,-0.00018211689658061136
validated_no_concept,41,cotton textiles and manufactured goods,1,1.0,0.0,0.0009658409422316405,True,228,112,0.0002115099355687461
validated_no_concept,42,cloth,2,2.0,0.0,0.0016285344753687763,True,228,112,0.00018016831579562714
validated_no_concept,43,distribution of salt,1,1.0,0,0.0019646365422396855,False,229,112,-0.0001944119573311573
validated_no_concept,44,salt mines,1,1.0,0,0.0015146000354124523,False,229,112,-0.00019052930656782846
validated_no_concept,45,wool,2,2.0,0.0,0.0016285344753687763,True,228,112,0.00018016831579562714
validated_no_concept,46,punjab salt mines,1,1.0,0,0.0019646365422396855,False,229,112,-0.0001944119573311573
validated_no_concept,47,tea,4,4.0,0.01905865986552284,0.0032454396479131816,True,226,114,0.00090592510605874
validated_no_concept,48,"cash, a musk deer, a yak-tail, a pony and a hawk",1,1.0,0,0.0019646365422396855,False,229,112,-0.0001944119573311573
validated_no_concept,49,tibetan salt,8,8.0,0.10169126928922892,0.006380964462848873,True,217,117,0.0038972116981934313
validated_no_concept,50,duties on goods imported and expo.rtoa,1,1.0,0,0.001254021962724328,False,229,112,-0.00018211689658061136
validated_no_concept,51,tea-caravan,1,1.0,0.0,0.0008944569629347778,True,228,112,0.00027613758196482624
validated_no_concept,52,tibetan salt and wool,1,1.0,0,0.0010724096139293877,False,229,112,-0.00018405822196227578
validated_no_concept,53,"yak, sheep and goats",1,1.0,0,0.0019646365422396855,False,229,112,-0.00019441195733117117
validated_no_concept,54,charas,1,1.0,0.0,0.0010098873876196826,True,228,112,0.00018597380312740386
validated_no_concept,55,"barley, wooden wares and other basic necessities",1,1.0,0,0.0019646365422396855,False,229,112,-0.0001944119573311573
validated_no_concept,56,"cash, a musk deer, a yak-tail, a pony and a hawk",1,1.0,0,0.0019646365422396855,False,229,112,-0.0001944119573311573
validated_no_concept,57,the sheep,1,1.0,0.0,0.0009921714295722216,True,228,112,0.00017240301426896254
validated_no_concept,58,yak,7,8.0,0.03537238838653166,0.005427442395833992,True,225,115,0.001617131200367064
validated_no_concept,59,pashm,4,5.0,0.034739933534276214,0.0034753179309465077,True,224,114,0.001801899154668593
