Book,SentenceIndex,CircuitTags,InFinalEvidence,MentionsFinalGraphNode,MatchedEdges,Sentence
British_Garhwal,594,Commodity circuits,no,no,,"Wheat and barley are cut about the middle, 
On arrival of the sheaves at the threshing-floor the ears are chopped 
off for threshing, while the stalk is given to thecattle."
British_Garhwal,598,Commodity circuits,no,no,,"Rice is not taken to 
the threshing-floor but the paddy is separated from the stalks 
onthe spot."
British_Garhwal,600,Commodity circuits,no,no,,The grain is then pressed out by the feet.
British_Garhwal,602,Commodity circuits,no,no,,"They are commonly 
paved with stone flags, The grain is trodden out by oxen in the 
usual way and winnowed by pouring it out of a basket held high 
up on toa mat below."
British_Garhwal,603,Commodity circuits,no,no,,"The grain is then stored in big baskets 
in the upper storey of the house till required for use, Rice is 
husked when required for use, by pounding it in a sort of stone 
mortar hollowed out of the floor of the courtyard, with a stick 
about three inches in diameter and five feet long, narrow in the 
middle where it is grasped, and bound at the end with iron rings, 
known asa ginjyala."
British_Garhwal,604,Commodity circuits,no,no,,"If required for sale, rice is at once husked 
instead of being stored as paddy."
British_Garhwal,605,Commodity circuits,no,no,,"“Tn irrigated land rice, instead of being dealt with as above, is 
usually sown in asced bed."
British_Garhwal,607,Commodity circuits,no,yes,"district -[governs/Political economy]-> pargana | garhwal -[governs/Political economy]-> forest dues or keth-bans, and kath mahals | garhwal -[governs/Political economy]-> wages | garhwal -[supplies/Commodity circuits]-> cloth | garhwal -[supplies/Commodity circuits]-> iron","34 ~  Garhwal District.” 





‘kinds of rice are produced by this method, which has besides the 
advantage of rendering as valuable as perennially irrigated land 
land for which no water is available during the hot weather."
British_Garhwal,617,Commodity circuits,no,no,,"Traill of 
rice, wheat and mandua.* Rice is sown in April and reaped in 
September."
British_Garhwal,621,Commodity circuits,no,no,,"Rice is grown 
in half and manduc in the other half."
British_Garhwal,622,Commodity circuits,no,yes,"garhwal -[governs/Political economy]-> forest dues or keth-bans, and kath mahals | garhwal -[governs/Political economy]-> wages | garhwal -[supplies/Commodity circuits]-> cloth | garhwal -[supplies/Commodity circuits]-> iron | garhwal -[supplies/Commodity circuits]-> salt","The half in which rice is 
sown is known as the satyara (Garhwali sati-rice); that in which 
mandua is sown is known as the kodara (Garhwali koda- 
mandua)."
British_Garhwal,628,Commodity circuits,no,no,,"In land which 
is too stony to grow rice or wheat, jhangora is substituted for 
the one, or barley for the other, or both ; but this does not affect the 
system of rotation, nor the method of carrying it out."
British_Garhwal,630,Political economy|Route/place circuits,no,no,,"The 
irrigated land, lying as it usually does at the bottom of a valley, is 
a3 a rule the warmest in the village."
British_Garhwal,631,Commodity circuits,no,no,,"Moreover there is no risk in 
the rice being somewhat late, ay it is protected by the irrigation 
against any damage which might be done to late dry rice by an 
early cessation of the rains, The rice harvest begins at the top of 
the hills and goes down to the bottom, whereas the spring harvest 
proceeds in the opposite order."
British_Garhwal,632,Commodity circuits,no,no,,"For these reasons in irrigated land 
it is always possible to grow two crops, one of rice and one of wheat, 
in the year ; and as the rice is a deep-rooted crop and the wheat a 
short-rooted crop, while the process of irrigation in itself constitutes 
a dressing of the land, this rotation leaves little to be desired."
British_Garhwal,633,Commodity circuits,no,no,,"However the wheat crop in the cold weather, besides being poorer 
than in corresponding unirrigated land (the native explanation of 
this is that the soil is too damp and cold), has a prejudicial effect on 
the quality and yield of rice, and is therefore not infrequently omit- 
ted altogether."
British_Garhwal,634,Commodity circuits|Route/place circuits,no,no,,"This same rotation of rice and wheat is carried out 
in dry land in the Jhart valley of Painon."
British_Garhwal,636,Commodity circuits,no,yes,muafidnrs -[governs/Political economy]-> villages | water -[supplies/Commodity circuits]-> fields,"There jhangora and wheat are alternately grown without 
any interval of fallow, wherever a good clay soil is available, _ 

‘« Another two-crop rotation is that of chuwa and barley, This is 
much practised in the northern villages in fields near the homestead 
which are regularly enriched with manure, In the south there is a 
similar rotation with ugat or buckwheat (fagopyrun esculentum) 
substituted for chuwa, but confined to outlying land."
British_Garhwal,638,Commodity circuits,no,yes,muafidnrs -[governs/Political economy]-> villages,"In the higher villages of the north, where barley docs not ripen till 
May and June, the double crop becomes impossible, and the rotation 
then practised is chuwa (April to September), followed by barley 
(October to June), followed by mustard (August to December)."
British_Garhwal,641,Commodity circuits,no,no,,"“ The standard rotation for outlying land which is too far from 
the village to be manured in the ordinary way is as follows :— Wheat 
or barley is sown in the autumn and reaped in the following spring."
British_Garhwal,642,Commodity circuits,no,no,,"Curiously enough, if the ground is stony and uneven, wheat is 
chosen, if level and good, barley, as wheat is said to thrive under 
more disadvantageous circumstances than barley."
British_Garhwal,652,Commodity circuits,no,yes,khasiya -[governs/Political economy]-> agriculture,"Rice and wheat 
follow one another as in the hills ; next rains however maize is sown 


Agriculture and Commerce."
British_Garhwal,653,Commodity circuits,no,no,,"87 


instead of rice."
British_Garhwal,657,Commodity circuits,no,yes,bhabar -[connects_to/Route/place circuits]-> river valleys | muafidnrs -[governs/Political economy]-> villages,"In some eastern villages of the Bhabar'rice is hardly grown at 
all, tobacco and cotton being the favourite crops."
British_Garhwal,663,Commodity circuits,no,no,,"The chicf 
crops of the former harvest are rice, m indua and jhanyora."
British_Garhwal,669,Commodity circuits,no,no,,"The rahi crops are wheat, barley and mustard."
British_Garhwal,674,Commodity circuits,no,no,,"Royle suggested to Lord Amherst the probability 
of successful cultivation of tea in the mountains of Kumaun ; 
and in his “ Illustrations of Himalayan Botany” published in 1834 
he gave at length his reason for this opinion, Sir Joseph Banks, 
Dr, Govan, Dr, Wallich and Dr."
British_Garhwal,680,Commodity circuits,no,no,,"Bentinck to investigate the question, whether there 
was a possibility of introducing successful tea cultivation into this 
country."
British_Garhwal,681,Commodity circuits,no,yes,"garhwal -[governs/Political economy]-> forest dues or keth-bans, and kath mahals | garhwal -[governs/Political economy]-> wages | garhwal -[supplies/Commodity circuits]-> cloth | garhwal -[supplies/Commodity circuits]-> iron | garhwal -[supplies/Commodity circuits]-> salt","In 1835 tea sccds were procured from China and from 
them plants were raised in Calcutta and sent to Assan, Kumaun and 
Garhwal."
British_Garhwal,682,Commodity circuits|Political economy,no,yes,captain drummond -[negotiates_with/Political economy]-> government | district -[governs/Political economy]-> pargana | government -[governs/Political economy]-> all rivers | government -[governs/Political economy]-> district forests | government -[governs/Political economy]-> estate,"Tea nurseries were established by the Government and in 
the two latter districts they were placed under the supcrintendence 
of Dr."
British_Garhwal,684,Commodity circuits,no,no,,"In 1841 
he reported in very favourable terms of the prospects of tea 
cultivation."
British_Garhwal,685,Commodity circuits,no,no,,"He had contented himself with watching the growth 
of the plants and reproducing them, abstaining from any attempt to 
manufacture tea, for which he had no skilled workers, and being 
unwilling to prejudice the’industry by producing an inferior kind 
of tea."
British_Garhwal,686,Commodity circuits,no,yes,"garhwal -[governs/Political economy]-> forest dues or keth-bans, and kath mahals | garhwal -[governs/Political economy]-> wages | garhwal -[supplies/Commodity circuits]-> cloth | garhwal -[supplies/Commodity circuits]-> iron | garhwal -[supplies/Commodity circuits]-> salt","He applied for establishments of Chinese tea manufacturers 
for the nurscrics in Garhwal and Kumaun."
British_Garhwal,694,Commodity circuits,no,no,,"It appeared however that the tea plants 
introduced into India in 18385 were not of the variety most 
approved in China, and to remedy this Mr."
British_Garhwal,699,Commodity circuits|Political economy,no,yes,captain drummond -[negotiates_with/Political economy]-> government | district -[governs/Political economy]-> pargana | government -[governs/Political economy]-> all rivers | government -[governs/Political economy]-> district forests | government -[governs/Political economy]-> estate,"‘ As the result of this mission” 
he says “ nearly twenty thousand plants’ from the best black and 
green tea countries of central China have been introduccd to the 
Himalayas, Six first-rate manufacturers, two leadmen and a large 
supply of implements from the celebrated Hwuychow district 
were also brought round, and safely located on the government 
plantation in the hills.’ Although Mr."
British_Garhwal,700,Commodity circuits,no,no,,"Fortune took exception to 
some of the practices that were followed, he reported in 1851 
very favourably upon the prospects of cultivating and manufactur- 
ing tea in Kumaun."
British_Garhwal,701,Commodity circuits,no,no,,"He described the soil and climate as 
admirably suited to the tea plant."
British_Garhwal,708,Political economy,no,yes,gurkha government -[governs/Political economy]-> revenue,"An experiment tried near 
Lohba of granting land revenue free for tca cultivation was a 
failure."
British_Garhwal,710,Commodity circuits|Political economy,no,yes,captain drummond -[negotiates_with/Political economy]-> government | government -[governs/Political economy]-> all rivers | government -[governs/Political economy]-> district forests | government -[governs/Political economy]-> estate | government -[governs/Political economy]-> government factories,"Lohba had 
been selected as the site for another government tea factory, but 
as private enterprise started one at Silkot in the same patti the 
project was abandoned."
British_Garhwal,711,Commodity circuits,no,no,,"It was hoped that cultivation would 
become universal, every zamindar having a few acres under tea, 
the leaf of which he would deliver to the nearest factory."
British_Garhwal,712,Commodity circuits,no,yes,"garhwal -[governs/Political economy]-> forest dues or keth-bans, and kath mahals | garhwal -[governs/Political economy]-> wages | garhwal -[supplies/Commodity circuits]-> cloth | garhwal -[supplies/Commodity circuits]-> iron | garhwal -[supplies/Commodity circuits]-> salt","These 
hopes were falsified by the apathy and indolence of the Garhwali 
and his objection to putting money into a somewhat precarious 
crop like tea."
British_Garhwal,714,Commodity circuits,no,no,,"To plant tea would be to 
withdraw land from its proper function, and would entail many 
long and wearisome journeys to the plains for the replenishment of 
the food stocks."
British_Garhwal,715,Commodity circuits,no,yes,government -[governs/Political economy]-> estate | state -[taxes/Political economy]-> landholders,"What tea isnow grown is the produce of the 
estates attached to the tea-factories."
British_Garhwal,716,Route/place circuits,no,no,,"The industry is, it is to be 
feared, in a bad way, the result of competition and difficulty of 
transport."
British_Garhwal,717,Commodity circuits|Political economy|Route/place circuits|Social actors,no,yes,bhotias -[trades_with/Commodity circuits]-> tibet | fateh sah medini sah -[governs/Political economy]-> tibet | mana -[connects_to/Route/place circuits]-> tibet,"The central Asian market has not been captured, and, 
with heavy Russian import duties on Indian tea and the monopoly 
of the trade in Tibet in the hands of officials interested in sale of 
Chinese tea, the prospects of an expansion of the Kumaun tea 
industry are very dismal."
British_Garhwal,718,Commodity circuits,no,yes,district -[governs/Political economy]-> pargana | government -[governs/Political economy]-> estate | gwaldam -[connects_to/Route/place circuits]-> roads | state -[taxes/Political economy]-> landholders,"The largest tea estate in the district is 


that of Gwaldam, Smaller gardens exist at Muscti, Beni Tal and 


Silkot."
British_Garhwal,720,Commodity circuits,no,no,,"of tea and in 1907 
only 52,000."
British_Garhwal,727,Commodity circuits|Social actors,no,yes,garhwal -[supplies/Commodity circuits]-> cloth | gurkhalis -[disputes/Political economy]-> people | people -[depends_on/Commodity circuits]-> forests | people -[supplies/Commodity circuits]-> food | people -[supplies/Commodity circuits]-> labour,"peeled off from the thick end of the stalk and after being again 
beaten and freed from impurities is tied up into hanks for sale 
or manufacture It is woven into cloth called bhangela which is 
worn by the Chandpur people generally, or made into bags."
British_Garhwal,730,Political economy,no,yes,gurkha government -[governs/Political economy]-> revenue,"These are grown in the southern pattis at no great distance 
from the plains marts where they find a ready sale; the 
proceeds of these crops pay the revenue besides leaving a little 
spare cash in the cultivator’s pocket."
British_Garhwal,734,Commodity circuits,no,no,,"He 
rarely sells—except crops grown specially for sale, such as ginger, 
turmeric and chillies, with occasionally a little surplus rice or 
wheat: and if he buys, he buys from a neighbour and does not 
have recourse to any of the well-known marts."
British_Garhwal,739,Salt anchor|Commodity circuits|Route/place circuits,yes,yes,"district -[governs/Political economy]-> pargana | garhwal -[governs/Political economy]-> forest dues or keth-bans, and kath mahals | garhwal -[governs/Political economy]-> wages | garhwal -[supplies/Commodity circuits]-> cloth | garhwal -[supplies/Commodity circuits]-> iron","The market of Garhwal is Kotdwara : it receives whatever 
is produced in the interior of the district, which it supplies with 
salt, cloth, iron and the like."
British_Garhwal,750,Commodity circuits,no,yes,garhwal -[governs/Political economy]-> wages | people -[supplies/Commodity circuits]-> labour,"41 





is somewhat overcoming his prejudice against work of this nature, 
Agricultural labourers usually get the morning full mal and ha If 
the afternoon meal called kalewa, together with one or two sers 
of grain as wages."
British_Garhwal,751,Commodity circuits,no,no,,All who can afford it eat wheat and rice.
British_Garhwal,753,Commodity circuits,no,yes,district -[governs/Political economy]-> pargana,"There is a proverb that 
hunger is abroad when the peach is in flower or when it is ripening, 
that is to say in March and July before the harvests come in, In 
the north of the district this temporary scarcity of food is much 
alleviated by the use of chuwa leaves boiled with alittle grain if 
possible: if not, au naturel."
British_Garhwal,754,Commodity circuits|Social actors,no,yes,government -[licenses/Political economy]-> banias,"Pumpkins are also cut into chips 
which are laid in the sun to dry and then ground into flour, Fish 
is eaten by all classes aud as already mentioned the riparian 
villagers find in fish an important supplement to their ordinary 
food stocks, All except a few Banias and ultra-scrupulous Brah- 
mans eat meat, the flesh of the short-tailed sheep and the goat 
being much esteemed, The plains sheep is not in favour, “its long 
tail constituting it in the eyes of the hill man a kind of dog.” 
Among game the pig and the kakar and gural are much esteemed ; 
chakor are run down and captured: evcrybody will cat pheasants, 
but the jungle fowl is tabooed."
British_Garhwal,756,Commodity circuits,no,yes,government -[licenses/Political economy]-> banias,"Vegetables are coming into favour, 
though the more prejudiced Brahmans and Banias will reject 
tomatoes and beet, from their supposed resemblance to flesh, 
Wild vegetables, chiefly pumpkins, are common and accept- 
able."
British_Garhwal,765,Commodity circuits,no,yes,garhwal -[supplies/Commodity circuits]-> cloth,"and then pounded into a pulp: the pulp is then pressed between 
moulds made of cloth, and dried."
