Source,Target,MappedRelation,Circuit,Weight,Confidence,Score,RawRelations,SourceType,TargetType,Books,Evidence
amdowa tribes,salt,supplies,Commodity circuits,1.0,0.8,6.4431,supplies,GROUP,COMMODITY,Santiago_Lazcano,"In the past many Amdowa tribes had their salt station or tshwa sgo on the shores of Lake Wu yi tshwa mtsho (Lake Tsaka). There they burned bsang and sprinkled water from the lake skyward to venerate the 1,000 female deities believed inhab-"
arka-tagh,little freshwater pools,connects_to,Route/place circuits,1.0,0.8,3.5931,connects_to,CONCEPT,CONCEPT,CentralAsia_Tibet_Vol2,The little fresh-water pools close to the Arka-tagh remained frozen for the greater part of the year.
arka-tagh,glens,controls,Political economy,1.0,0.8,3.5931,controls,CONCEPT,CONCEPT,CentralAsia_Tibet_Vol1,"The next day we decided to rest, so as to give Cherdon and Aldat an opportunity to reconnoitre the nearest glens leading over the Arka-tagh."
arka-tagh,mountains,governs,Political economy,1.0,0.7,3.5431,governs,CONCEPT,LOCATION,CentralAsia_Tibet_Vol1,"The spurs of the Arka-tagh lay like sphinxes looking towards the north, with their stony paws just hanging in the stream."
army,remote borders with tibet and china,governs,Political economy,1.0,0.0,1.1431,governs,GROUP,LOCATION,Ladakh,
askot,ihli river,connects_to,Route/place circuits,1.0,0.9,3.8431,connects_to,CONCEPT,LOCATION,Himalayan_Gazatteer,"on the east lies the Ihli river, which separates it from Ncpbl."
assistant commissioner of nyoma,agreement between kharnak and rupshu,governs,Political economy,1.0,0.0,1.0931,governs,GROUP,CONCEPT,Rupshu,
astor,irrigation,depends_on,Commodity circuits,1.0,0.8,3.8931,depends_on,LOCATION,CONCEPT,J&K_Gazatteer_1909,"Cultivation is carried on to an elevation of 9,000 feet. It depends entirely on irrigation by little channels known as KuL"
aydna,landholders,governs,Political economy,1.0,0.9,3.8431,governs,CONCEPT,CONCEPT,Himalayan_Gazatteer,"The helid man of the khai or mahdl is the aaydna. Be is to keep the landholders contented, ..."
azem,tso kar,extracts_from,Commodity circuits,1.0,0.0,1.2931,extracts_from,CONCEPT,LOCATION,Rupshu,
badri,road,connects_to,Route/place circuits,1.0,0.8,3.6431,connects_to,CONCEPT,LOCATION,British_Garhwal,The road to Badri never will be closed...
baltistan,astor,connects_to,Route/place circuits,1.0,0.9,4.0431,connects_to,LOCATION,LOCATION,J&K_Gazatteer_1909,"Several routes connect Baltistan with Kashmir, LadBkh, and Astor..."
baltistan,kashmir,connects_to,Route/place circuits,1.0,0.9,4.9431,connects_to,LOCATION,LOCATION,J&K_Gazatteer_1909,"Several routes connect Baltistan with Kashmir, LadBkh, and Astor..."
baltistan,ladakh,connects_to,Route/place circuits,1.0,0.9,4.7431,connects_to,LOCATION,LOCATION,J&K_Gazatteer_1909,"Several routes connect Baltistan with Kashmir, LadBkh, and Astor..."
baltistan,dried apricots,trades_with,Commodity circuits,1.0,0.0,1.3431,trades_with,LOCATION,COMMODITY,Ladakh,
banjbagar,pindar,connects_to,Route/place circuits,1.0,0.85,3.7431,connects_to,CONCEPT,CONCEPT,British_Garhwal,Thence the road passes by Kimoli and Bunga down the valley of the Kimoligadh to its confluence with the Pindar at Narayanbagnr...
baragaonlis,thakalis,negotiates_with,Political economy,1.0,0.8,4.6431,negotiates_with,GROUP,CONCEPT,Traders_in_Highland_Nepal,"Many of the people of Baragaon now engage in trade on their own account, and this has enabled them to wipe out most of their debts to Thakalis."
baragaonlis,thakalis,trades_with,Commodity circuits,1.0,0.8,4.6431,trades_with,GROUP,CONCEPT,Traders_in_Highland_Nepal,"Many of the people of Baragaon now engage in trade on their own account, and this has enabled them to wipe out most of their debts to Thakalis."
baragaonlis,tukche,trades_with,Commodity circuits,1.0,0.85,4.0431,trades_with,GROUP,CONCEPT,Traders_in_Highland_Nepal,"The contractor would buy the salt brought to Tukche by Baragaonlis at a rate of 32 lbs per rupee and sell the same salt to people of lower regions, who had come to Tukche, at a rate of 10 lbs per rupee."
baramiila,kashmir,governs,Political economy,1.0,0.9,4.7431,governs,CONCEPT,LOCATION,J&K_Gazatteer_1909,At Baramiila the road enters the valley of Kashmir...
bash-koll,river,depends_on,Commodity circuits,1.0,0.8,4.8431,depends_on,CONCEPT,LOCATION,CentralAsia_Tibet_Vol1,"As this last was cut off from the river ten years ago, its water was now salt ; we therefore took with us a supply of ice for drinking and cooking."
bastil,road,connects_to,Route/place circuits,1.0,0.8,3.6431,connects_to,CONCEPT,LOCATION,Himalayan_Gazatteer,"a proposal to give Rs. 3,000 additional as land-revenue and lo furnish 300 men daily for eight months to complete a road to Bastil from Kllsi should be accepted"
bathang,tsakalho,governs,Political economy,1.0,0.8,3.6431,governs,LOCATION,LOCATION,Santiago_Lazcano,By the end of the 19th century Tsakalho was included in the territory of the Bathang 'principality'.
bayirs,inland lake or sea,connects_to,Route/place circuits,1.0,0.8,3.5931,connects_to,CONCEPT,LOCATION,CentralAsia_Tibet_Vol1,"This view was supported by the general level of the whole of the Tarim basin, by the direction in which the two rivers, the Tarim and the Cherchen-daria, flow, and by the position of the several chains of bayirs ; for, as we shall see lower down, each of these chains curved like a bow, while all radiated from a point intermediate between the old Lop-nor and the existing Kara-koshun, or the point where the lowest depression of the whole of the Tarim basin occurs."
bayirs,water,depends_on,Commodity circuits,1.0,0.8,4.5931,depends_on,CONCEPT,CONCEPT,CentralAsia_Tibet_Vol1,"These, however, did not owe their origin to the erosive force of the wind, but to the action of water; in fact they resembled ancient beach-lines, marking the different levels of lake or river."
begar,europeans,transports_via,Route/place circuits,1.0,0.0,1.1931,transports_via,CONCEPT,GROUP,Becoming_India,
beglik-koll,lake,connects_to,Route/place circuits,1.0,0.9,4.0931,connects_to,CONCEPT,LOCATION,CentralAsia_Tibet_Vol2,"on Beglik-koll, i."
bengin tea-plantation,people of gangoli,supplies,Commodity circuits,1.0,0.9,3.7931,supplies,COMMODITY,GROUP,Himalayan_Gazatteer,The Benin6g tea-plantation has greatly aided in raising the people out of debt through the constant employment and good wages they receive there.
bethus,rana,trades_with,Commodity circuits,1.0,0.0,1.1431,trades_with,GROUP,GROUP,Becoming_India,
bethus,"10,000 maunds of wood annually",transports_via,Route/place circuits,1.0,0.0,1.1431,transports_via,GROUP,COMMODITY,Becoming_India,
bhabar,river valleys,connects_to,Route/place circuits,1.0,0.7,3.2431,connects_to,CONCEPT,LOCATION,British_Garhwal,The air currents from the valleys are drawn up and dynamically expanded so that if moisture is present in sufficient quantity rain is deposited.
bhabar,pasture land,governs,Political economy,1.0,0.8,3.5931,governs,CONCEPT,CONCEPT,Himalayan_Gazatteer,The Bhabar has sufficient pasture land and does not require any management on the part of the Forest Department-
bheri river,terai,connects_to,Route/place circuits,1.0,0.8,3.6431,connects_to,LOCATION,CONCEPT,TransHimalayan_Traders_Fisher,"The long, difficult track down the Bheri River, which-several weeks' march from Tichurong- reaches the flat, alluvial extension of the Gangetic plain called the Terai, with its roads and whatever means of modern transportation ply them."
bhoti bhotias,barley,trades_with,Commodity circuits,1.0,0.85,3.8931,trades_with,GROUP,COMMODITY,TransHimalayan_Traders_Fisher,"Barley, 55, 124, 125, 210-211 n. 13; for brewing, 57, 63; traded, 88."
bhotia population,grain,depends_on,Commodity circuits,1.0,0.8,4.3431,depends_on,GROUP,COMMODITY,Traders_in_Highland_Nepal,"high-altitude dwellers unable to live on the resources of their sparse habitat, such as the people of Dolpo, would be deprived of an essential pillar of their economy."
bhotia traders,chetris of middle-ranges,trades_with,Commodity circuits,1.0,0.8,3.5931,trades_with,GROUP,GROUP,Traders_in_Highland_Nepal,"Most of the Bhotia traders have ceremonial friends among the Chetris of such areas, and when they go to their houses they bring them gifts of salt or woollen cloth, and in return are fed for some days."
bhotia traders,tibetan villagers,trades_with,Commodity circuits,1.0,0.8,3.5931,trades_with,GROUP,GROUP,TransHimalayan_Traders_Fisher,"Before the Chinese exerted their full authority, one measure of grain would generally bring three of salt in Tibet."
bhotias,behaviour,controls,Political economy,1.0,0.8,4.6931,controls,GROUP,CONCEPT,Traders_in_Highland_Nepal,By this criterion Thakuris and Bhotias certainly appear as clearly defined ethnic groups.
bhotias,tarakot's trade passing through tibrikot,depends_on,Commodity circuits,1.0,0.9,4.9431,depends_on,GROUP,CONCEPT,Traders_in_Highland_Nepal,The Bhotias of the Namgung and Phoksumdo areas of Western Dolpo depend for their supplies of food grains on the trade passing through Tibrikot.
bhotias,dietary rules,governs,Political economy,1.0,0.8,4.6931,governs,GROUP,CONCEPT,Traders_in_Highland_Nepal,"All those men who have undergone the initiation rite which entitles them to the wearing of the sacred thread (janai) observe strict dietary rules avoiding the eating of beef, pork, chicken and eggs and the drinking of all types of alcoholic beverages, and do not accept cooked food from the hands of anyone of a status other than that of Brahmans and Thakuris."
bhotias,food,supplies,Commodity circuits,1.0,0.8,4.9431,supplies,GROUP,CONCEPT,TransHimalayan_Traders_Fisher,For this labor they receive food on the day they work plus six manas (pints) of unprocessed grain for hard work...
bhotias,grazing grounds high above the villages,supplies,Commodity circuits,1.0,0.7,4.3431,supplies,GROUP,LOCATION,Traders_in_Highland_Nepal,Those Bhotias of Baragaon who breed yak keep their herds most of the year on grazing grounds high above the villages...
bhotias,salt,supplies,Commodity circuits,2.0,0.9,8.5986,supplies,GROUP,COMMODITY,British_Garhwal|TransHimalayan_Traders_Fisher,"Salt is received in exchange for grain, and is distributed by the traders throughout all upper Garhwal.|This salt is acquired from Bhotias to the north, who have in turn crossed over into Tibet and obtained it from Tibetans, who have brought it from its source."
bhotias,hindu villages in middle-ranges,trades_with,Commodity circuits,1.0,0.8,4.6431,trades_with,GROUP,LOCATION,Traders_in_Highland_Nepal,"‘Then we were treated like kings and asked into all the houses of people anxious to buy our salt. Now people treat us as “dirty Bhotias” and don’t give us hospitality, even if they are still prepared to take some of our salt in exchange for grain.’"
bhotias,solu,trades_with,Commodity circuits,1.0,0.8,4.7431,trades_with,GROUP,CONCEPT,Traders_in_Highland_Nepal,"We shall see that similarly Bhotias of Thak Khola used to buy yak cross-breeds in Solu and drive them via Khumbu, Tibet and Mustang to their villages in the vicinity of Muktinath."
bhotias,sub-montane markets,trades_with,Commodity circuits,1.0,0.8,4.6431,trades_with,GROUP,LOCATION,British_Garhwal,Their operations have been sufficiently described in an earlier chapter.
bhotias,tarakot,trades_with,Commodity circuits,1.0,0.9,5.2931,trades_with,GROUP,LOCATION,Traders_in_Highland_Nepal,In earlier days greater numbers of Taralis went to Dolpo villages to exchange grain for salt but in 1966 it was mainly Bhotias of Dolpo who undertook the journey to Tarakot to sell such salt as they succeeded in obtaining from Tibet.
bhotias,tarangpurians,trades_with,Commodity circuits,2.0,0.85,6.0986,trades_with,GROUP,CONCEPT,TransHimalayan_Traders_Fisher,"The fact that the Tarangpurians in exodus during the winter are outnumbered by the incoming Bhotias is balanced by the fact that Tarangpurians who leave are all adult, while the Bhotias who replace them include many children... | These relationships are of two kinds: the mit (Nepali, pronounced 'meat'; Kaike, gyampa; Tibetan, robo) relationship, which is a formal, lifelong, blood-brother bond..."
bhotias,tibet,trades_with,Commodity circuits,2.0,0.8,8.3486,trades_with,GROUP,LOCATION,British_Garhwal|Traders_in_Highland_Nepal,"The Bhotias settled there live entirely on trade and so far have not acquired any land. But they no longer deal in salt and grain, but concentrate mainly on trade in cloth and other consumer goods.|Though only the Bhotias are allowed to cross the frontier and trade direct with Tibet..."
bhotias,tibetan trade-centre of taklakot,trades_with,Commodity circuits,1.0,0.9,4.9431,trades_with,GROUP,LOCATION,Traders_in_Highland_Nepal,"Many Thakuris and Chetris are as deeply involved in the salt/grain-trade as any of their Bhotia neighbours. They spend several months every year travelling with caravans of sheep and goats between the Tibetan trade-centre of Taklakot, the middle-ranges of Nepal and often even the Terai."
bhotias,tibetans,trades_with,Commodity circuits,1.0,0.75,7.8931,trades_with,GROUP,GROUP,Traders_in_Highland_Nepal,"Hooker spoke of a ‘change in the population [which] accompanies that in the natural features of the country, Tibetans replacing the Limboos and Khass-tribes of Nepal, who inhabit the lower region’"
bhotias,goats,transports_via,Route/place circuits,1.0,0.8,4.7931,transports_via,GROUP,COMMODITY,Traders_in_Highland_Nepal,"The quantity of the salt brought to Tarakot is limited, however, and it is for this reason that Taralis go with their caravans to the highlands of Dolpo. Until about 1958 when the supply of Tibetan salt was plentiful Magars and other villagers from the middle-ranges used to come to Tarakot to buy salt for cash or in exchange for grain..."
bhotias,salt,transports_via,Route/place circuits,1.0,0.8,7.5931,transports_via,GROUP,COMMODITY,Traders_in_Highland_Nepal,"The quantity of the salt brought to Tarakot is limited, however, and it is for this reason that Taralis go with their caravans to the highlands of Dolpo. Until about 1958 when the supply of Tibetan salt was plentiful Magars and other villagers from the middle-ranges used to come to Tarakot to buy salt for cash or in exchange for grain..."
bhotias,sheep,transports_via,Route/place circuits,1.0,0.8,4.8931,transports_via,GROUP,COMMODITY,Traders_in_Highland_Nepal,"The quantity of the salt brought to Tarakot is limited, however, and it is for this reason that Taralis go with their caravans to the highlands of Dolpo. Until about 1958 when the supply of Tibetan salt was plentiful Magars and other villagers from the middle-ranges used to come to Tarakot to buy salt for cash or in exchange for grain..."
bhotias,tarakot,transports_via,Route/place circuits,1.0,0.8,4.9931,transports_via,GROUP,LOCATION,Traders_in_Highland_Nepal,"The quantity of the salt brought to Tarakot is limited, however, and it is for this reason that Taralis go with their caravans to the highlands of Dolpo. Until about 1958 when the supply of Tibetan salt was plentiful Magars and other villagers from the middle-ranges used to come to Tarakot to buy salt for cash or in exchange for grain..."
bhotias,yak,transports_via,Route/place circuits,1.0,0.8,5.3431,transports_via,GROUP,COMMODITY,Traders_in_Highland_Nepal,"The quantity of the salt brought to Tarakot is limited, however, and it is for this reason that Taralis go with their caravans to the highlands of Dolpo. Until about 1958 when the supply of Tibetan salt was plentiful Magars and other villagers from the middle-ranges used to come to Tarakot to buy salt for cash or in exchange for grain..."
bhotias of dolpo,food grains,supplies,Commodity circuits,1.0,0.9,3.8931,supplies,GROUP,COMMODITY,Traders_in_Highland_Nepal,The Bhotias of the Namgung and Phoksumdo areas of Western Dolpo depend for their supplies of food grains on the trade passing through Tibrikot.
bhotias of dolpo,tibetans,trades_with,Commodity circuits,1.0,0.8,6.9931,trades_with,GROUP,GROUP,Traders_in_Highland_Nepal,"Conversely, Bhotias of Dolpo were not permitted to go further south than Tichurong. They are comparable to the rules forbidding Solu Sherpas to trade directly with Tibet, and they may have been framed by Nepalese officials even though in Dolpo only the local headmen could have enforced them."
bhotias of humla,winter pastures,depends_on,Commodity circuits,1.0,0.85,3.7431,depends_on,GROUP,CONCEPT,Traders_in_Highland_Nepal,Without such winter pastures the Bhotias of Humla as well as Thakuris and Chetris of many high valleys could not maintain their flocks of carrier sheep and goats which are an essential factor in their trading system.
bhotias of humla,taklakot and market-towns on indo-nepalese border,trades_with,Commodity circuits,1.0,0.8,3.5431,trades_with,GROUP,LOCATION,Traders_in_Highland_Nepal,"Apart from their deep involvement in the conventional trade which ranges between Taklakot in the north and the market-towns on the Indo-Nepalese border, the Bhotias of Humla have even more far-flung contacts."
bhotias of mugu,tibetan herdsmen,trades_with,Commodity circuits,1.0,0.8,3.5431,trades_with,GROUP,GROUP,Traders_in_Highland_Nepal,"the Mugu people kept large flocks of sheep and every October they drove these to Tibetan pastures and entrusted them into the care of friendly Tibetan herdsmen, paying a seasonal fee of 2 lbs of grain per sheep."
bhotias of panchsati and barthapale,salt,transports_via,Route/place circuits,1.0,0.8,6.4431,transports_via,GROUP,COMMODITY,Traders_in_Highland_Nepal,"Large numbers of sheep and goats belonging to Bhotias of Panchsati and Barthapale, some carrying salt and others going empty, were on their way to the winter grazing grounds in die middle-ranges."
bhotias of the arun and tamur regions,tibetan-speaking groups,disputes,Political economy,1.0,0.8,3.4931,disputes,GROUP,LOCATION,Traders_in_Highland_Nepal,...have been adversely affected by political events in Tibet and the subsequent restrictions on trade.
bhotias of walongchung,tamur valley,connects_to,Route/place circuits,1.0,0.9,3.8931,connects_to,GROUP,LOCATION,Traders_in_Highland_Nepal,Though settled in the Tamur valley for several centuries...
bhotias of walongchung,tibet,trades_with,Commodity circuits,1.0,0.9,6.8431,trades_with,GROUP,LOCATION,Traders_in_Highland_Nepal,Not only did they trade extensively with Tibet...
bhotiya,land,governs,Political economy,1.0,0.8,3.8931,governs,CONCEPT,CONCEPT,Himalayan_Gazatteer,In tho Bhotiya ~nahhlg where a prejudice exists against purchasing a fellow Bhotiya's land...
bhotiya,trade,governs,Political economy,1.0,0.7,4.0931,governs,CONCEPT,CONCEPT,Himalayan_Gazatteer,"There is limitation also as to places, and each valley has its own mart."
bhotiya,huniya,licenses,Political economy,1.0,0.75,3.5931,licenses,CONCEPT,CONCEPT,Himalayan_Gazatteer,The Bhotiyas of Juh L boast that they are the descendants of the traders who procured the fixation of prices by the government of Lblnr.
bhotiya,bundes,trades_with,Commodity circuits,1.0,0.8,3.6931,trades_with,CONCEPT,CONCEPT,Himalayan_Gazatteer,but when the Bhotiya proceed with his investment directly to the marts in Bundes a ~roportinnately greater return (double) is ~lecessnrily obtained.
bhotiya,huniya,trades_with,Commodity circuits,1.0,0.85,3.8931,trades_with,CONCEPT,CONCEPT,Himalayan_Gazatteer,"The principal part of the trade between the Bhotiyas and the Huniyas is carried on by barter, and almost every article is furnished by the Huniyas agreeably to an assize held at a remote period."
bhotiyae,tibetan traders,trades_with,Commodity circuits,1.0,0.9,4.0431,trades_with,CONCEPT,GROUP,Himalayan_Gazatteer,As with the Bhotiyee sheep are the mean of conveyance for these Tibet traders between Milam and their own mal-ts...
bhotiyas,villages,controls,Political economy,1.0,0.9,4.9931,controls,GROUP,LOCATION,Himalayan_Gazatteer,"The residences of the Bhotiyas are nilh, DSrpbu, Ganpghnr, Kbil.a&, Lsqm, Lwil, Mipa, Milnlu, Yurtuli, lib- l a m b Rllko~, Tola, and Sirudu."
bhotiyas,creditors,depends_on,Commodity circuits,1.0,0.9,4.5931,depends_on,GROUP,GROUP,Himalayan_Gazatteer,The latter is almost always in debt and entirely dependent on his creditors...
bhotiyas,grain,depends_on,Commodity circuits,1.0,0.8,5.1431,depends_on,GROUP,COMMODITY,Himalayan_Gazatteer,For grain they have to depend in a great measure ou their winter habitations in the more southern pattis.
bhotiyas,tibet,depends_on,Commodity circuits,1.0,0.9,7.5931,depends_on,GROUP,LOCATION,Himalayan_Gazatteer,The Bhotiya mahale belonged to Tibet up to the time that Grrhwil became consolidated under the chiefs of binagar and Kumaon under the Chnnds.
bhotiyas,revenue due,governs,Political economy,1.0,0.9,4.5931,governs,GROUP,CONCEPT,Himalayan_Gazatteer,"The Bhotiylrs wore subject to the reliefs and aids levied from all subjects on occasion of the marriage of the sovereign or his children or of war, &c."
bhotiyas,trade,governs,Political economy,1.0,0.85,5.1431,governs,GROUP,CONCEPT,Himalayan_Gazatteer,"The Tibetan authorities have from time immemorial subjected the trade to regulations and relstriction of all kinds, nor is their interference limited to the imposition of customs-duties."
bhotiyas,grain trade,monopolizes,Political economy,1.0,0.9,4.5931,monopolizes,GROUP,CONCEPT,Himalayan_Gazatteer,In this the Huniyas do not participate.
bhotiyas,trade,monopolizes,Political economy,1.0,0.95,5.4431,monopolizes,GROUP,CONCEPT,Himalayan_Gazatteer,"The poverty and the want of enterprise of the merchants of Kumaon and Garhwhl, the difficulties to be overcome in crossing the passes without the assistance of the Bhotiyas, the total absence of tolerable roads, and perhaps more than all the force of immemorial custom, have hitherto prevented any serious attempts towards the abolition of the Bhotiya monopoly."
bhotiyas,jan,supplies,Commodity circuits,1.0,0.9,4.5931,supplies,GROUP,CONCEPT,Himalayan_Gazatteer,"The liquor in use is of two descriptions, d61.u or Fbhiskey, produced by distillation and jan, obtained by simple fermentation..."
bhotiyas,india and england,trades_with,Commodity circuits,1.0,0.8,4.2931,trades_with,GROUP,LOCATION,Himalayan_Gazatteer,the Bhotiyas travel to oxchallge the yn)ducts of India and England
bhotiyas,tibetan traders,trades_with,Commodity circuits,1.0,0.8,4.4931,trades_with,GROUP,GROUP,Himalayan_Gazatteer,"He meets Tibetan traders in borax, salt, or perhaps gold-dust, who have brought these goods from places some distance beyond."
bhotiyas,traders at paltibit or rbanlnngar,trades_with,Commodity circuits,1.0,0.8,4.2931,trades_with,GROUP,GROUP,Himalayan_Gazatteer,"If his goods do not sell at Blgeewor, he marches on to the larger markets of PElitbit or RBnlnngar, at the foot of the Himalay."
bhotiyas,traders from the lower hills or plain beyond them,trades_with,Commodity circuits,1.0,0.8,4.2931,trades_with,GROUP,GROUP,Himalayan_Gazatteer,"There he meets traders from the lower hills or plain beyond them, with whom he barter his Tibetan goods for grain, sugar, and cloth."
bhuksas,villages,governs,Political economy,1.0,0.9,4.1931,governs,GROUP,LOCATION,Himalayan_Gazatteer,The Bhuksa villages are distributed over the forest along the foot of the hills outside the demarcated forest tracts.
bir sain,suket state,governs,Political economy,1.0,0.9,3.8431,governs,CONCEPT,LOCATION,Mandi_Gazatteer,"The family is represented to-day by Fithu, and the mass of the people are Hindus."
bironkhal,centre of the district,connects_to,Route/place circuits,1.0,0.8,3.5431,connects_to,CONCEPT,LOCATION,British_Garhwal,"For the centre of the district are Bironkhal and Pauri, both at an altitude of about 5,600 feet, and Srirlagar down in the Ganges valley."
blana pass,valley of the saraswati,connects_to,Route/place circuits,1.0,0.8,3.4931,connects_to,LOCATION,LOCATION,British_Garhwal,"The road or rather the track, for there is generally nothing that even deserves the name of a path, ascends constantly the main valley of the Saraswati until it reaches the water-parting which forms the boundary with Tibet."
boggtsang-sangpo,river,connects_to,Route/place circuits,1.0,0.95,5.2931,connects_to,CONCEPT,LOCATION,CentralAsia_Tibet_Vol2,The river was divided into several arms...
border ranges,kum-koll,connects_to,Route/place circuits,1.0,0.95,3.9931,connects_to,LOCATION,CONCEPT,CentralAsia_Tibet_Vol2,BORDER RANGES TO THE KUM-KOLL.
british,"village sites or farmlands, local pastures or forests",disputes,Political economy,1.0,0.0,1.2931,disputes,GROUP,LOCATION,Becoming_India,
