Source,Relation,Target,Weight,Evidence,Confidence
tibet,depends_on,moradabad,1,"In 1815 Dr. Rutherford, who had charge of the Company's investment in Moradabad, proposed his depotation to Tibet with a view to open up the trade between the Company and the natives of that country.",0.85
almora,connects_to,kbshipur,1,Further inquiry showed that the wares purchased by the Almora merchants at KBshipur were bartered to the Bhotiya carriers who disposed of them at Gartnh and other places in Chinese Tibet.,0.9
bhotiyas,monopolizes,trade,1,"The poverty and the want of enterprise of the merchants of Kumaon and Garhwhl, the difficulties to be overcome in crossing the passes without the assistance of the Bhotiyas, the total absence of tolerable roads, and perhaps more than all the force of immemorial custom, have hitherto prevented any serious attempts towards the abolition of the Bhotiya monopoly.",0.95
the bhotiyas,depends_on,india,1,"The agricultural productions of Hundes being utterly insufficient for the support of its inhabitants, the country almost entirely depends for its supplies on India.",0.9
the bhotiyas,trades_with,najibabad and rbinnagar,1,"Very little borax is consumed in these districts, so that the whole of the imports are carried to Najibabad or disposed of at Rbinnagar, and there prepared for export to Farukhabad, Calcutta, and Europe.",0.9
byhns bhotiyas,trades_with,tnklakhar,1,"The Byhns Bhotiyas trade with Tnklakhar : the Dhr- miyaa and Juhtiris with Tara, Misar, Qyanima (or Gyaoip), and Qartoh:",0.8
buniya traders,trades_with,bhotiyas,1,"The commercial operations of the season normally commence by the arrival of the Buniya traders in Bhot, regarding the superior strength and hardihood of their sheep enable them to cross the pass earlier than the Bhotiyas.",0.8
bhotiya,trades_with,huniya,1,"The principal part of the trade between the Bhotiyas and the Huniyas is carried on by barter, and almost every article is furnished by the Huniyas agreeably to an assize held at a remote period.",0.85
bhotiya,licenses,huniya,1,The Bhotiyas of Juh L boast that they are the descendants of the traders who procured the fixation of prices by the government of Lblnr.,0.75
bhotiya,regulates,trade,1,"There is limitation also as to places, and each valley has its own mart.",0.7
enndes,trades_with,unhu~ked rice and salt,1,The rate of exchange usually obtaining in Enndes is eight pdthar of unhu~ked rice for twenty of salt,0.8
bhotiyas,exchanges_for,borax or salt and fine grain or coorse grain,1,In Euodes the Bhotiyas obtain two parts of borax or salt for one part of fine grain and one and a half to one and a quarter parts for one of ooarse grain.,0.8
juhar,transports_via,cotton stuffs,1,"chiefly through Juhar and the same parcels contain small amounts of European broad-cloth, pearle, and coral beads.",0.8
acer caudatum,connects_to,kon-ehia,1,"These are made from the knois of the Acer caudatum, called kon-ehia by the Bhotiyas of Byfins...",0.9
bhotiya,trades_with,bundes,1,but when the Bhotiya proceed with his investment directly to the marts in Bundes a ~roportinnately greater return (double) is ~lecessnrily obtained.,0.8
bhotiyas,monopolizes,grain trade,1,In this the Huniyas do not participate.,0.9
almora merchants,connects_to,tibetan merchants,1,From the establishment of a direct inter-course between the Almora merchants and those of Tibet...,0.8
bhotiyas,depends_on,creditors,1,The latter is almost always in debt and entirely dependent on his creditors...,0.9
bhotiyas,trades_with,tibetan traders,1,"He meets Tibetan traders in borax, salt, or perhaps gold-dust, who have brought these goods from places some distance beyond.",0.8
bhotiyas,trades_with,traders from the lower hills or plain beyond them,1,"There he meets traders from the lower hills or plain beyond them, with whom he barter his Tibetan goods for grain, sugar, and cloth.",0.8
bhotiyas,trades_with,traders at paltibit or rbanlnngar,1,"If his goods do not sell at Blgeewor, he marches on to the larger markets of PElitbit or RBnlnngar, at the foot of the Himalay.",0.8
baniyas,trades_with,other baniyas,1,"Under the direction and with the capital of their wealthier brethren or of Baniyae at Higeewar, Almora, or Bermdeo.",0.8
englishman,trades_with,borax sellers at blgeewar fair,1,"An English agent went to purchase borax at the Blgeewar fair to the value of a lakh of rupees was unable to obtain a single pound though the fair was flooded with it, and it was selling at no higher prices than he offered.",0.8
tibetan traders,trades_with,bhotiyae,1,As with the Bhotiyee sheep are the mean of conveyance for these Tibet traders between Milam and their own mal-ts...,0.9
tibetan traders,exchanges_for,gold-dust,1,"On this principle, gold-dust is said to be chiefly given in exchange for cotton cloth...",0.8
bhotiyae,trades_with,tibetan traders,1,As with the Bhotiyee sheep are the mean of conveyance for these Tibet traders between Milam and their own mal-ts...,0.9
sheep,transports_via,"grain, salt, and borrr",1,"Sheep and goats serve as the means of transport for nearly the whole of the grain, salt, and borrr...",0.7
goats,transports_via,"grain, salt, and borrr",1,"Sheep and goats serve as the means of transport for nearly the whole of the grain, salt, and borrr...",0.7
bhotiyas,governs,revenue due,1,"The Bhotiylrs wore subject to the reliefs and aids levied from all subjects on occasion of the marriage of the sovereign or his children or of war, &c.",0.9
tibut or bhot,supplies,commodities,1,the produce of Tibut or Bhot were to be received as payment in kind.,0.9
bhotiyns,depends_on,capital and stock of individuals,1,"The gross receipts of the inhabitants from every source of production were inadequate to answer such excessive impositions, the capital and stock of individuals were gradually dissipated in their liquidation, and ultimately a load of debt was incurred for that purpose.",0.75
nepal government,regulates,exactions,1,"When the magnitude of the evil led to the interference of the Nepal Government, an officer of reputation, Bhagti Phiipa, was especially deputed for the re-settlement of the Bhotiya mahals.",0.8
government,taxes,bhotiyas,1,"Though a friend to light assessments, I am still of opinion that the Bhotiyas pay to Government a smaller share of their revenue than the other inhabitants of the province ; and that considering their increased and increasing resources, the reduction made in the revenue of the passas, lu, compared to that made in the revenue of the communities, was disproportionately large.",0.8
bhotijlrra,licenses,practically,1,"The profits of trade must to a certain extent be considered in making the assessment, for in order to make these profits, the Bhotijlrra are allowed practically exclusive occupation of gramineous terrain of grazing ground ; they have advantage of the roads and bridges constructed at great expense and yield very little to the Tibetan government.",0.8
byins people,migrates_through,neptil,1,"The Byins people can easily evade any order that they think vexatious by migrating to Neptil, and they have no respect for law, except so far as it makes itself felt by them.",0.8
bisaud raja,taxes,chands,1,"The former was called on to give as tribute to the Chands two live partridges every day, and wearied with the task yielded his fort ; whilst the Kat-yuri Rnja fled to Sy~inare, and his place was taken for a tima Gaz.",0.8
udyau chl~nd',disputes,katyhri rajas of bisaud,1,Udyau Chl~nd' was the first to disturb the posseea possessions of the Katyhri Rajas of Bisaud in the first half of the 15th century.,0.9
tsd-tahk,extracts_from,lake,1,"The lake is almost connected with a larger one, the Nagong-cho...",0.9
champawat,depends_on,gneiss,1,"The rocks of Champawat are partly gneiss, which having become disintegrated in many places, have given way and, according to McOlellaud, caused the destruction of the greater part of the old buildings.",0.9
chandrpur,administers,parganah ohandpur,1,"Pntti of parganah Chandpur, in British Garhwhl, is bounded on the north by tho Pindar river...",0.9
garhniil,governs,garhwil,1,...was the ceutral pnrgnsah of Garhwhl and is characterised by lofty and ateep rnol~utai~l allges...,0.8
chandrpur,trades_with,markets of rhmnagar and kotdwhra,1,...A good road along the line of the Nybr river and over the soutbern mountai~ls now connects this tract with the principal ~ ~ o u b s  leading to the markets of Rhmnagar and Kotdwhra...,0.8
the road,connects_to,byhns-gahat leepa,1,The road hence to Byhns-gahat Leepa along the left bank of the Ganges river...,0.9
yvlla rod talla patti,taxes,re. 0-10-11 per acre,1,"The land-tax falls on the whole assessable area at Re. 0-10-11, per acre, in the Malla and at Re. 0-9-7, per acre, in the Talla patti;",0.9
chaubhainsi,taxes,re. 0-10-2 per acre,1,"On the cultivation, a t Re. The population, at the time of settlement, numbered 26,518 souls, of whom 12,400 were females.",0.85
birlnu river,connects_to,ri!t~gt~rlg;i,1,"of the Birlnu river, an afflr~et~t of tile Ri!t~gt~rlg;i,",0.9
chaul;ot,depends_on,better climate and pasturage,1,"The higher ~~ortions of Chaul;ot are less fertile than the more central yattis, but are oonlpensated by better climate and pasturage;",0.8
bhlm tal,connects_to,lake*,1,"' When misfortune comes, cut up fish go back to the lake*'",0.8
darma,governs,pattis,1,"Darma, a parganah in Kumaun, comprises four pattis, viz., DBrma Malla and Talln, Byhns, and ChaudPns.",0.8
lissar river,connects_to,dhauli,1,The upper patti occupies the valley of the Lissar river and the upper part of the Dhauli;,0.9
khli,connects_to,lunpiya-dhlira pass,1,The lower patti lying near the junction of the latter with the Khli.,0.85
dehra,administers,cantonment,1,"it returned to Dehra, which had been selected as its future cantonment.",0.9
colvin,exchanges_for,better site,1,"Colvin gave a portion of the tahsili compound for the use of the mission, which was exchanged for a better site by Mr. I n 1881.",0.8
ndapsni,controls,water supply,1,"The water-supply of the European portion of the station is obtained from a spring at NdapSni, which issues from a small hill situated about two miles to the north-east.",0.9
rijpur canal,supplies,water,1,two receiving supplies of water from the Rijpur canal and rhe third from rainwater only,0.9
guru bhm hbe,governs,dehra,1,"Coming with letters of recommendation from Aurangzeb to Fateh Sbh of Garhwll, the Guru was welcomed...",0.8
mr. shore,administers,dehra,1,"Shore then assumed charge under the designation of Joint-Magistrate, and, during his residence at Dehra (till 1828), the town along with the rest of the district gained greatly from his reforming hand...",0.85
mr. shore,supplies,dehm jail,1,"and he himself advanced the required to build the Dehm jail, and to establish shops on the road...",0.75
deoband or ntigal railway,connects_to,dehra,1,"The cost of a metre-gauge line about 75 miles long from Deoband or Ntigal on the Sindh, Panjbb and Delhi Railway would be M r ki and HardwBr to Dehra and thence to Rijjpur...",0.9
brahmans,trades_with,25 villages,1,These Brahmans also enjoy the revenue derived from 25 villages granted by the Raja of Garhwal;,0.8
dhauli,connects_to,gljirtf and hi~iiganga snow streams,1,"The Dhauli is joined by several snow streams, the chief being the Gljirtf and the Hi~iiganga, which last rises on the northern side of the Nauda Devi peak.",0.8
dhauli,connects_to,nauda devi peak,1,The source lies to the north of the main range of the Himrilaya and the valley of the river forms one of the two into which Dlalla Dhrma is divided.,0.8
ukhlot,connects_to,mnidi river,1,thence along the ridge to the valley of the Mnidi river...,0.9
dkli,connects_to,pindari glacier,1,the route to the Pindari glacier in yarganuh Daupur of Humaoo,0.85
the yindar,connects_to,the glacier,1,"a road which formerly led to the glacier, till the bridge was carried away",0.8
dgngari,connects_to,the gauka and laser glacier streams,1,"two glacier streams descending during summer in a southern direction, which form the eastern branch of the Gori",0.8
konra peak,transports_via,southern gorge of the konra peak,1,"The road thence passes along the southern gorge of the Konra peak (10,990 feet high), amid the same kind of forest interspersed with glades covered with grass.",0.8
chandrgiri hill,connects_to,mritunjaya temple,1,"below the palace the bazaar colnmencee, and at the end of it is the Mritunjaya temple with a broken pinnacle",0.8
chaudhris,administers,temple to mahtideo,1,"In the upper bazaar is a temple to Mahtideo in ruins, the image having been retrieved to the Badri-north temple...",0.9
qamsdli,governs,village school,1,There is a village school here during the summer months,0.7
qamsdli,supplies,"crops of barley, buckwheat, and rod oats",1,"A quantity of flat land round the village bears crops of barley, buckwheat, rod oats",0.8
qangoli,administers,six pattis,1,"The parganal now comprise six pattis - Be], Bheraag, Barsun, RamsyIr, Pung:lrboo, and Ath- ghn-each of which is separately noticed.",0.85
pargnndl,depends_on,high and steep ranges of hills,1,"The land capabilities in Barbon are a little better than in Bel, and perhaps best in PungarBon, which finds its surplus produce.",0.8
gangoli hirt,connects_to,table land,1,Be1 occupies the lower part of the yarganah from river to river and from Gnngoli Hiit southwards.,0.8
bel,governs,rillages,1,"The land capabilities in Bel, and perhaps best in PungarBon, which finds its surplus produce.",0.7
pnnte and upretis,controls,people of gangoli,1,"and at the time of Mr. Batten's settlement they were in addition wretchedly poor, slaves of the Pnnte and Upretis, without any independence;",0.9
bengin tea-plantation,supplies,people of gangoli,1,The Benin6g tea-plantation has greatly aided in raising the people out of debt through the constant employment and good wages they receive there.,0.9
gangotri,supplies,pilgrims,1,"Without the enclosure there are a few wooden sheds constructed for the accommodation of pilgrims, who also find shelter in caves formed by overhanging stones...",0.85
gangotri,regulates,the ritual to be observed by pilgrims,1,"Ablution in these pools is considered an important part of the ritual to be observed by pilgrims who visit this spot, considered popularly to be the source of the Ganges...",0.8
brahman,licenses,flasks and similar vessels,1,"Flasks and similar vessels are filled at Gangotri with the revered water of the stream, and being sealed by the officiating Brahman, are conveyed to the plains...",0.9
ganges,transports_via,water,1,"The Ganges thus appears to incurious spectators to derive its original source from this chain of mountains, and the end of superstition has given to the mouth of the cavern the form of the bead of a cow...",0.75
nadhaur,connects_to,western ganga,1,It eventually joins the Western Ganga on the left bank.,0.9
government,supplies,roads,1,"The district is well-supplied with hill-roads varjing from ten to twelve feet in width, nearly all of which are bridged...",0.8
bridges,connects_to,pitli d6n,1,"Bridged as far as the Pitli D6n, where it enters foreign boundary.",0.8
people,trades_with,grain,1,"where it was sold. There was no great scarcity of money at the time, ao that the majority of purchasers paid ready money, a few giving labour in exchange for food.",0.8
government,regulates,trade with central asia,1,"The trade with Oentral Asia, which at one time gave great hopes of proving remunerative, has been practically closed by the action of our Russian friends in putting a prohibitive duty on all articles imported from India.",0.8
bhotiya,governs,land,1,In tho Bhotiya ~nahhlg where a prejudice exists against purchasing a fellow Bhotiya's land...,0.8
sarolas,governs,cuisine for raja abhaya phi's standing army,1,"All should eat from one vessel the food prepared by his Brah-man cooks, a custom generally observed to the present day.",0.8
brahmana,administers,census statistics of 1872,1,"The census statistics of 1872 show 81,038 Brahmana in Garhwil, Drahmaun.",0.8
pujpris,regulates,offerings,1,"They eke out alivelihood by el11 tivatiog the small pants of revenue-free lands in gtinth usually attached to each temple and have by pre- prescription. o right to certain portions of t,he offerings...",0.8
dasnbmis,regulates,rituals,1,"All are eligible for Lho title, the title given to the head of each math or convent.",0.8
chaudhris,governs,rajns,1,the Chaudhris attamed to considerable influenoe by mason of their being employed in the civil administration of the Rajns,0.9
doms,regulates,mines,1,"They used to migrate from Kulnaon to all the principal mines in both Kumaon and Ghrwkl, taking with them their women and children.",0.85
bhuksas,governs,villages,1,The Bhuksa villages are distributed over the forest along the foot of the hills outside the demarcated forest tracts.,0.9
the british,governs,rumtore district,1,"Under such a system, cultivation rapidly increased and what were once flourishing villages relapsed into jungle and became the home of wild beasts.",0.8
traill,administers,transit duties,1,The presence of a police officer at Dadnandi was entrusted with the collection of the transit duties which were still in force.,0.85
settlers,depends_on,land produce,1,Engagements were taken either from the raydor or the smaller land-holders for their respective villages and some attempt was made to improve the cultivation by granting leases of waste land on favourable terms.,0.75
government,regulates,forest dues,1,The mode of assessment at the first triennial settlement was similar in all respects to that adopted in ... forest produce.,0.8
trsill,administers,dehra d6n,1,he was entrusted with the administration of Dehra D6n with Mr. Shore as Assistant,0.9
mr. batten,governs,the settlement,1,"The duty of his successors was, it appears to me, rather to consolidate the good that had already been done than to attempt with less ability to carry it out, an imitation of the only necessary, which, if not originally of a doubtful character, had at least been pursued to its legitimate limits.",0.8
mr. batten,regulates,the assessment,1,"His record contains a careful review of the past history of each village in regard to its padhdna and its changes from dependence on some other village (ddkhili) to independence (a,li) ; and again from its solitary position to its inclusion in other villages, and so light was the incidence of the revenue that recourse to farming leases, properly so called, was rarely found necessary during the course of the settlement.",0.75
padhcln,regulates,cultivators of any share,1,"But the padhhln in such cases was strictly forbidden to interfere with the cultivators of any share save his own, he being entitled to collect the quota of Government revenue from the proprietary shareholders...",0.8
villagers,governs,village,1,The villagers mere not allowed to vote sway or otherwise interfere with the actual possession of their proprietor mdlgr~za'r acquired during his holding the office of padhdn in the case of the said proprietor being now by the operation of the general rules ousted from the internal management of the villago by the Sub-stitution of a village pudhdn in his place.,0.8
