Source,Relation,Target,Weight,Evidence,Confidence
goloks,monopolizes,salt trade,1,"According to Grenard, the Goloks also collected salt from the twin lakes Kyaring tso and Ngoring tso and exercised 'a lucrative trade, for they make sure of a monopoly in it through the terror with which they inspire their neighbours'.",0.0
amdo tibetans,trades_with,chinese world of gansu and northern sichuan,1,The Chinese and Muslims of Amdo acted as intermediaries between the Amdowa Tibetans and the Chinese world of Gansu and northern Sichuan.,0.9
ma qi,controls,qinghai province,1,From then on the chieftains of this powerful family controlled the province with an iron fist (especially the bloodthirsty Ma Bufang) and taxed the Amdo salt and wool trade.,0.8
ma clan,governs,si-ning (now xining),1,The Ma established a semi-independent government from Peking in Si-ning (now Xining).,0.7
ma bufang,taxes,amdo salt and wool trade,1,From then on the chieftains of this powerful family controlled the province with an iron fist (especially the bloodthirsty Ma Bufang) and taxed the Amdo salt and wool trade.,0.8
naxi women of lower tsakalho,extracts_from,wells,1,"Using a ladder, they descend to the bottom of the wells (sometimes down to ten meters) to load their buckets with salt water.",0.95
tibetan women,extracts_from,wells,1,"Once both are ready, they open the wells again to start drawing salt water again.",0.9
naxi women of lower tsakalho,transports_via,wooden tubes or buckets,1,"The Naxi women of Lower Tsakalho go down to the wells, and come back up with wooden tubes or buckets loaded with salt water weighing about 15 kg.",0.95
tibetan women,transports_via,buckets,1,In Jada the Tibetan women usually carry two buckets of 10kg each.,0.9
bathang,governs,tsakalho,1,By the end of the 19th century Tsakalho was included in the territory of the Bathang 'principality'.,0.8
zhao erfeng,controls,bathang,1,In June 1905 Qing officer Zhao Erfeng was sent from Chengdu to Bathang to restore order.,0.8
lhagong monastery,administers,salt trade,1,"The one from Lhagong (Lhaweng, Lawok) in Tsakalho administered the affairs of the salt trade.",0.8
zhao erfeng,taxes,tsakalho salt taxes,1,Zhao knew that if he was to achieve his goals he could not pass up such a substantial source of revenue as that provided by the Tsakalho salt taxes.,0.8
zhao erfeng,taxes,salt,1,After they returned to the salt pans Zhao was still not satisfied with the taxes obtained...,0.8
zhao erfeng,regulates,salt trade,1,"In 1910, after trying with little success to implement the lijin system that taxed the transportation of salt...",0.85
khampa herders,trades_with,jada family,1,"These need much more salt than humans, and their owners come down from the mountains to the salt pans in a hard journey that can take them 4 days, and in which they cross with their animals over 5000 m high passes. This salt is essential for the Drokpas, who live mainly from their yaks.",0.9
long-distance caravans,trades_with,tsakalho,1,"As we have seen in other cases also here the trade benefited from the passage of pilgrims who came to the area. Buddhist devotees arrived from all over Tibet ready to perform the kora or ritual circumambulation of the sacred Kawa Karpo Mountain, and would take the opportunity to acquire the renowned Tsakalho salt.",0.8
buddhist devotees,trades_with,tsakalho,1,"As we have seen in other cases also here the trade benefited from the passage of pilgrims who came to the area. Buddhist devotees arrived from all over Tibet ready to perform the kora or ritual circumambulation of the sacred Kawa Karpo Mountain, and would take the opportunity to acquire the renowned Tsakalho salt.",0.8
nomads,trades_with,salt pans,1,Although nearby nomads regularly went to the salt pans with their yaks in search of red salt.,0.7
tibet,connects_to,peoples from different areas of that great tibetosphere,1,"The permanent connection with other peoples from different areas of that great Ti-betosphere maintained the social, cultural, linguistic and religious ties with them...",0.9
himalayan peoples,depends_on,traditional tibetan society,1,"However, if the old caravan trade reinforced the links of the Himalayan peoples with traditional Tibetan society, today on the contrary...",0.8
china,regulates,new asian economic sphere,1,and which includes them in the new Asian economic sphere dominated by China.,0.9
mountains of goddess,connects_to,southeast tibet,1,In 'Mountains of Goddess - 'Damyon' in Southeast Tibet',0.8
state economy,regulates,space in bhutan,1,In the Early Part of the 19th Century,0.9
customs of negotiation and contestation,negotiates_with,continuing customs in bhutan,1,In 'Continuing Customs of Negotia-tion and Contestation in Bhutan',0.85
salt production,supplies,tsakhalho: salt production and the preservation of a catholic church,1,"In 'China's Tibet, 2008.4, Vol.'",0.9
tibetan pastoralists,negotiates_with,development,1,"In: Tibetan Pastoralists and Development - Negotiating the Future of Grassland Livelihoods, Eds.: Ingo Breuer & Andreas Gruschke, Wiesbaden: Reichert Verlag.",0.9
xirab,transports_via,salt,1,"'Tibet's last caravan with transporting salt III - Salt languague and the caravan', in: China's Tibet, 2006.3 (Vol.",0.8
