Source,Relation,Target,Weight,Evidence,Confidence
tibet,trades_with,outside articles of commerce,1,"And if they do not of their own accord open more mines, they will probably within the next few years be driven into it by the [orceo~ outside pressure, from the north at an). 3'",0.7
tibetans,exchanges_for,cotton goods and metal household utensils and agricultural implements,1,"They give up clothing themselves in their rough home-made roollen garments : exchange their raw wool for the cheaper cotton goods and (for, say a few metal household utensils and agricultural implements added on) clothe themselves in cotton instead of woolen garments...",0.8
indian tea,trades_with,tibetan officials,1,But throughout the negotiations with respect to the Trade regulations the Chinese and Tibetan officials were strongly opposed to permitting trade in Indian tea under any conditions whatsoever.,0.8
chumbi valley,connects_to,gyantse,1,"On this Chumbi valley route into Tibet is the important trade mart Gyantse, from which branch roads to Shigatse on the one hand and to Lhasa on the other.",0.9
shigatse,connects_to,lhasa,1,"A route leads through Nepal from Khatmandu to Ilirong in Tibet, and thence to Shigatse and Lhasa.",0.9
hindustan-tibet road,connects_to,tibetan frontier,1,"This is called the Hindustan-Tibet road, and up to the Tibetan frontier is a good mule road.",0.8
gyantse,connects_to,shigatse,1,The explorer A-k says there are here about a thousand dwelling-houses and a large market in which are met traders from Nepal and China.,0.8
gyantse,connects_to,lhasa,1,The explorer A-k says there are here about a thousand dwelling-houses and a large market in which are met traders from Nepal and China.,0.8
shigatse,connects_to,gyantse,1,This market is said by Sarat Chandra Das to be inferior to Shigatse in importance and in the variety of articles for sale.,0.7
yatung,connects_to,gyantse,1,But Gyantse has the advantage of being at the junction of the road to Lhasa and would on that account be in all probability a more suitable place to fix on.,0.7
british government,regulates,trade between india and tibet,1,"A more effectire measure, though still not sufficient in itself to bring the Lamas to reason, is the construction of good mule roads up to the frontier and employing for that purpose Pioneer Regiments and Sappers and Miners.",0.9
nepalese traders,trades_with,lhasa,1,"Nepalese traders do a flourishing trade at present slth Lhasa, and this would be rolned if the Sikkirn route were opened.",0.85
india,connects_to,tibet,1,"so that both we and the Tibetans can feel that whenever the conditions of the Treaty are broken, we have the means ol easily enforcing it.",0.8
india,regulates,trade,1,"we might well now make up our minds as to what are the best eventual trade routes to Tibet ; and in years to come take opportunities, such as themselves in Sikkim, of bit by bit making them the useful trade",0.7
india,supplies,rool and live-stock,1,"for the export of rool and live-stock several roads are required, and therefore while we ourselves press in at one road are should be prepared to entice them out at several others.",0.85
india,connects_to,chumbi valley,1,"the Amo-chu River in Bhutan to the Chumbi valley may not only prove to be capable of being easily opened, but be the easiest way into Tibet.",0.75
india,connects_to,assam,1,"From Assam there are three routes to Tibet about which we might seek all possible information, and which, if the information received should prove encouraging, we might take opportunities which may present themselves in coming years of opening up.",0.8
india,connects_to,lhasa,1,"that from Odalguri by Taaang; (a) the route up the Brahmaputra by which Lhasa may be reached without crossing a single pass ; and (3) the very important route from the extreme eastern end of Assam from Sadiya, up the Lohit river to the richest part of Tibet,",0.75
tibetans,disputes,british troops,1,"They came right down out of their own country, and over a high range, and deliberately took up a position in a British Feudatory State ; and there against the advice and express orders of their Chinese suzerain attacked British troops.",0.9
russians,negotiates_with,tibetans,1,"Apart from all questions of furthering trade facilities, we would be bound by the activity of the Russians in Tibet to demand access to the country.",0.9
british traders,trades_with,tibetans,1,By this we give the Tibetans a chance of exchanging their surplus raw produce for manufactured goods of which they stand in need.,0.8
china,governs,lhasa,1,the Chinese Amban rebuked the Regent at Lhasa for admitting him into the country...,0.9
russia,negotiates_with,tibetans,1,"When we have obtained this access to Tibet, and acquired as much influence there as is required for keeping Russian influence at bay...",0.8
